id,c_id,date
315,1134,2021.07.30
75,797,2021.07.31
77,797,2021.07.31
77,797,2021.07.31
70,797,2021.07.31
70,797,2021.07.31
76,156,2021.08.02
77,156,2021.08.02
70,156,2021.08.02
64,279,2021.08.02
133,613,2021.08.02
257,613,2021.08.02
310,819,2021.08.02
202,819,2021.08.02
1007,819,2021.08.02
352,368,2021.08.03
340,391,2021.08.03
66,631,2021.08.03
309,631,2021.08.03
309,682,2021.08.03
106,1171,2021.08.03
340,1171,2021.08.03
208,279,2021.08.04
77,1026,2021.08.04
1049,291,2021.08.05
335,291,2021.08.05
257,853,2021.08.05
133,902,2021.08.05
162,1026,2021.08.05
194,1348,2021.08.05
77,1348,2021.08.05
281,291,2021.08.06
133,984,2021.08.06
253,984,2021.08.06
346,224,2021.08.07
310,224,2021.08.07
280,291,2021.08.07
81,1091,2021.08.07
199,125,2021.08.08
320,224,2021.08.09
133,224,2021.08.09
133,224,2021.08.09
275,224,2021.08.09
135,224,2021.08.09
292,224,2021.08.09
310,224,2021.08.09
309,224,2021.08.09
77,544,2021.08.09
315,1084,2021.08.09
307,1084,2021.08.09
133,280,2021.08.10
354,511,2021.08.10
320,753,2021.08.10
133,753,2021.08.10
135,753,2021.08.10
346,753,2021.08.10
310,753,2021.08.10
1051,1171,2021.08.10
181,1278,2021.08.10
314,264,2021.08.11
1014,723,2021.08.11
77,1171,2021.08.11
222,199,2021.08.14
103,291,2021.08.14
105,291,2021.08.14
1051,1086,2021.08.14
326,1086,2021.08.14
198,190,2021.08.15
202,190,2021.08.15
133,291,2021.08.15
111,291,2021.08.15
225,291,2021.08.15
310,1247,2021.08.15
197,279,2021.08.16
181,279,2021.08.16
133,1378,2021.08.17
1051,574,2021.08.18
202,1259,2021.08.18
1051,227,2021.08.19
304,227,2021.08.19
202,227,2021.08.19
1020,227,2021.08.19
89,227,2021.08.19
162,227,2021.08.19
1049,512,2021.08.19
70,733,2021.08.19
181,933,2021.08.19
77,1008,2021.08.19
133,888,2021.08.20
133,1423,2021.08.20
327,1425,2021.08.20
1020,774,2021.08.21
304,1247,2021.08.21
64,1262,2021.08.21
362,1082,2021.08.22
147,1129,2021.08.22
125,870,2021.08.23
95,870,2021.08.23
139,276,2021.08.24
117,276,2021.08.24
283,391,2021.08.24
340,391,2021.08.24
1013,391,2021.08.24
194,1051,2021.08.24
77,1051,2021.08.24
194,1085,2021.08.24
1051,774,2021.08.25
254,278,2021.08.26
82,278,2021.08.26
138,16,2021.08.27
138,994,2021.08.27
77,994,2021.08.27
82,994,2021.08.27
354,1171,2021.08.27
202,1171,2021.08.27
249,129,2021.08.28
202,129,2021.08.28
70,1014,2021.08.29
346,422,2021.08.30
77,987,2021.08.30
257,520,2021.08.31
145,1026,2021.08.31
286,1026,2021.08.31
240,345,2021.09.01
80,355,2021.09.01
190,651,2021.09.01
294,651,2021.09.01
198,683,2021.09.01
194,683,2021.09.01
1051,774,2021.09.01
1051,817,2021.09.01
318,507,2021.09.02
89,507,2021.09.02
141,1149,2021.09.02
133,1149,2021.09.02
133,1149,2021.09.02
318,1383,2021.09.02
75,252,2021.09.03
331,252,2021.09.03
202,279,2021.09.03
70,279,2021.09.03
275,1026,2021.09.03
140,1026,2021.09.03
283,1026,2021.09.03
194,426,2021.09.04
76,259,2021.09.05
257,459,2021.09.05
1051,540,2021.09.05
89,1247,2021.09.05
284,212,2021.09.06
133,302,2021.09.06
117,516,2021.09.06
257,516,2021.09.06
257,516,2021.09.06
133,1317,2021.09.06
194,140,2021.09.07
202,140,2021.09.07
93,227,2021.09.07
95,227,2021.09.07
162,227,2021.09.07
1016,227,2021.09.07
334,227,2021.09.07
276,227,2021.09.07
227,227,2021.09.07
81,227,2021.09.07
331,252,2021.09.07
87,264,2021.09.07
76,264,2021.09.07
188,279,2021.09.07
257,279,2021.09.07
148,279,2021.09.07
277,293,2021.09.07
280,526,2021.09.07
133,603,2021.09.07
133,603,2021.09.07
1049,720,2021.09.07
141,1078,2021.09.07
133,1078,2021.09.07
70,1078,2021.09.07
202,185,2021.09.08
77,212,2021.09.08
257,840,2021.09.08
257,872,2021.09.08
70,925,2021.09.08
257,981,2021.09.08
257,983,2021.09.08
141,1027,2021.09.08
70,1118,2021.09.08
240,1133,2021.09.08
257,1253,2021.09.08
198,1270,2021.09.08
241,1270,2021.09.08
181,1270,2021.09.08
190,1270,2021.09.08
196,1270,2021.09.08
77,251,2021.09.09
70,255,2021.09.09
304,257,2021.09.09
257,290,2021.09.09
70,491,2021.09.09
133,892,2021.09.09
86,925,2021.09.09
81,925,2021.09.09
334,956,2021.09.09
77,977,2021.09.09
249,1052,2021.09.09
77,1052,2021.09.09
70,1052,2021.09.09
70,1120,2021.09.09
194,1136,2021.09.09
254,1136,2021.09.09
257,1198,2021.09.09
310,1439,2021.09.09
1060,251,2021.09.10
257,292,2021.09.10
257,292,2021.09.10
324,426,2021.09.10
253,541,2021.09.10
257,890,2021.09.10
133,1439,2021.09.10
318,290,2021.09.11
95,290,2021.09.11
138,603,2021.09.11
315,841,2021.09.11
346,841,2021.09.11
257,978,2021.09.11
70,1002,2021.09.11
70,1002,2021.09.11
202,1267,2021.09.11
312,1267,2021.09.11
275,1306,2021.09.11
362,1422,2021.09.11
119,1422,2021.09.11
254,140,2021.09.12
276,140,2021.09.12
224,279,2021.09.12
346,302,2021.09.12
128,509,2021.09.12
257,606,2021.09.12
257,971,2021.09.12
1051,975,2021.09.12
257,980,2021.09.12
257,1054,2021.09.12
222,187,2021.09.13
75,522,2021.09.13
1050,630,2021.09.13
133,746,2021.09.13
224,750,2021.09.13
224,982,2021.09.13
224,1006,2021.09.13
77,1022,2021.09.13
219,1022,2021.09.13
222,1022,2021.09.13
1051,1166,2021.09.13
130,189,2021.09.14
194,199,2021.09.14
224,212,2021.09.14
357,610,2021.09.14
77,753,2021.09.14
77,876,2021.09.14
224,876,2021.09.14
77,982,2021.09.14
77,1426,2021.09.14
198,250,2021.09.15
352,381,2021.09.15
82,733,2021.09.15
77,750,2021.09.15
77,1064,2021.09.15
304,1171,2021.09.15
77,1306,2021.09.15
224,1306,2021.09.15
77,732,2021.09.16
1050,981,2021.09.16
1051,1171,2021.09.16
354,1171,2021.09.16
162,1173,2021.09.16
346,524,2021.09.18
224,732,2021.09.18
77,980,2021.09.18
70,300,2021.09.19
77,237,2021.09.20
151,140,2021.09.21
116,263,2021.09.21
257,1004,2021.09.21
77,1306,2021.09.21
194,219,2021.09.22
202,250,2021.09.22
77,250,2021.09.22
224,250,2021.09.22
133,264,2021.09.22
162,736,2021.09.22
198,1101,2021.09.22
202,1101,2021.09.22
249,505,2021.09.23
222,1152,2021.09.23
1065,300,2021.09.24
133,522,2021.09.24
133,769,2021.09.24
257,829,2021.09.24
340,1387,2021.09.24
135,212,2021.09.25
202,531,2021.09.25
324,531,2021.09.25
332,644,2021.09.25
202,933,2021.09.25
1092,281,2021.09.26
335,738,2021.09.26
135,958,2021.09.26
257,295,2021.09.27
1051,877,2021.09.27
89,877,2021.09.27
224,916,2021.09.27
139,1027,2021.09.27
112,1027,2021.09.27
202,263,2021.09.28
126,1412,2021.09.28
257,1412,2021.09.28
1098,158,2021.09.29
222,489,2021.09.29
196,533,2021.09.29
1094,603,2021.09.29
1094,603,2021.09.29
95,774,2021.09.29
1094,858,2021.09.29
190,858,2021.09.29
1065,1019,2021.09.29
194,1108,2021.09.29
89,1305,2021.09.29
354,512,2021.09.30
202,732,2021.09.30
70,1066,2021.09.30
194,1371,2021.09.30
231,378,2021.10.02
257,511,2021.10.02
354,511,2021.10.02
257,955,2021.10.02
77,951,2021.10.03
77,1085,2021.10.03
70,1085,2021.10.03
299,1119,2021.10.03
224,132,2021.10.04
77,302,2021.10.04
162,215,2021.10.06
133,1111,2021.10.06
1094,1111,2021.10.06
326,723,2021.10.07
1094,887,2021.10.07
77,990,2021.10.09
280,1085,2021.10.09
309,264,2021.10.10
133,381,2021.10.10
257,381,2021.10.10
352,381,2021.10.10
193,381,2021.10.10
94,464,2021.10.10
335,864,2021.10.10
141,473,2021.10.11
133,473,2021.10.11
133,473,2021.10.11
198,473,2021.10.11
202,1248,2021.10.11
202,1248,2021.10.11
202,1248,2021.10.11
358,1248,2021.10.11
190,1248,2021.10.11
294,1248,2021.10.11
293,1248,2021.10.11
133,121,2021.10.12
327,532,2021.10.12
352,532,2021.10.12
77,257,2021.10.13
310,1317,2021.10.13
77,548,2021.10.14
70,1155,2021.10.14
194,1177,2021.10.14
334,1388,2021.10.14
335,1388,2021.10.14
1050,300,2021.10.15
1049,645,2021.10.15
72,881,2021.10.15
141,1021,2021.10.15
141,1021,2021.10.15
141,1021,2021.10.15
141,1021,2021.10.15
226,1021,2021.10.15
77,1021,2021.10.15
1064,1050,2021.10.15
70,260,2021.10.16
190,269,2021.10.16
224,269,2021.10.16
1093,1004,2021.10.16
194,1004,2021.10.16
1049,1004,2021.10.16
182,1004,2021.10.16
333,1004,2021.10.16
249,1075,2021.10.16
254,140,2021.10.17
66,140,2021.10.17
133,197,2021.10.18
77,197,2021.10.18
77,197,2021.10.18
257,490,2021.10.18
202,490,2021.10.18
138,1023,2021.10.18
103,1023,2021.10.18
225,1023,2021.10.18
194,1023,2021.10.18
1064,1023,2021.10.18
80,1023,2021.10.18
224,1023,2021.10.18
202,1168,2021.10.18
70,1168,2021.10.18
335,457,2021.10.19
70,1085,2021.10.19
280,1085,2021.10.19
77,285,2021.10.20
194,629,2021.10.20
257,953,2021.10.20
304,969,2021.10.20
89,969,2021.10.20
76,1010,2021.10.20
66,1274,2021.10.20
224,1274,2021.10.20
202,266,2021.10.21
327,266,2021.10.21
310,278,2021.10.21
1094,321,2021.10.21
72,609,2021.10.21
151,609,2021.10.21
231,609,2021.10.21
1064,631,2021.10.21
77,1172,2021.10.21
70,1172,2021.10.21
66,1225,2021.10.21
142,1275,2021.10.21
75,1275,2021.10.21
227,305,2021.10.22
133,990,2021.10.22
133,990,2021.10.22
133,990,2021.10.22
310,990,2021.10.22
93,1241,2021.10.22
77,1241,2021.10.22
358,229,2021.10.24
197,733,2021.10.24
98,250,2021.10.25
133,990,2021.10.25
257,1146,2021.10.25
133,57,2021.10.26
275,57,2021.10.26
181,123,2021.10.26
198,273,2021.10.26
202,273,2021.10.26
133,278,2021.10.26
133,278,2021.10.26
193,287,2021.10.26
194,302,2021.10.26
303,302,2021.10.26
93,523,2021.10.26
226,735,2021.10.26
133,891,2021.10.26
77,958,2021.10.26
70,958,2021.10.26
1016,981,2021.10.26
255,981,2021.10.26
276,981,2021.10.26
81,981,2021.10.26
77,1109,2021.10.26
77,1109,2021.10.26
133,1171,2021.10.26
1054,1439,2021.10.26
253,391,2021.10.27
249,394,2021.10.27
194,961,2021.10.27
1094,961,2021.10.27
190,961,2021.10.27
1092,976,2021.10.27
1064,1000,2021.10.27
224,1000,2021.10.27
249,271,2021.10.28
70,294,2021.10.28
77,1109,2021.10.28
70,1109,2021.10.28
1101,1214,2021.10.28
254,145,2021.10.29
194,252,2021.10.29
151,272,2021.10.29
350,368,2021.10.29
202,567,2021.10.29
1012,567,2021.10.29
1054,625,2021.10.29
326,625,2021.10.29
1102,1214,2021.10.29
190,50,2021.10.30
339,206,2021.10.30
226,280,2021.10.30
193,1007,2021.10.30
70,1050,2021.10.30
77,1057,2021.10.30
224,1057,2021.10.30
324,491,2021.10.31
1092,1173,2021.10.31
1094,16,2021.11.01
194,153,2021.11.01
145,206,2021.11.01
77,391,2021.11.01
95,774,2021.11.01
133,36,2021.11.02
1111,36,2021.11.03
309,36,2021.11.03
222,36,2021.11.03
1093,267,2021.11.03
1051,267,2021.11.03
1051,267,2021.11.03
1092,267,2021.11.03
1092,267,2021.11.03
1092,267,2021.11.03
70,279,2021.11.03
276,279,2021.11.03
1094,279,2021.11.03
241,933,2021.11.03
257,933,2021.11.03
244,933,2021.11.03
162,978,2021.11.03
77,983,2021.11.03
202,1214,2021.11.03
135,1374,2021.11.03
77,294,2021.11.04
133,36,2021.11.05
133,36,2021.11.05
77,262,2021.11.05
77,262,2021.11.05
249,268,2021.11.05
275,900,2021.11.05
77,978,2021.11.05
1094,1051,2021.11.05
196,1051,2021.11.05
1049,268,2021.11.06
324,268,2021.11.06
70,268,2021.11.06
278,533,2021.11.06
77,603,2021.11.06
135,771,2021.11.06
226,771,2021.11.06
257,771,2021.11.06
224,1173,2021.11.06
1107,478,2021.11.07
324,858,2021.11.07
190,858,2021.11.07
190,275,2021.11.08
202,564,2021.11.08
190,913,2021.11.08
193,913,2021.11.08
135,969,2021.11.09
327,969,2021.11.09
224,969,2021.11.09
77,1054,2021.11.09
310,159,2021.11.10
1092,252,2021.11.10
309,252,2021.11.10
77,311,2021.11.10
1065,478,2021.11.10
199,533,2021.11.10
257,1185,2021.11.10
133,278,2021.11.11
133,344,2021.11.11
198,567,2021.11.11
162,898,2021.11.11
70,898,2021.11.11
276,898,2021.11.11
81,898,2021.11.11
162,909,2021.11.11
70,909,2021.11.11
257,1050,2021.11.11
93,1058,2021.11.11
281,1058,2021.11.11
276,1058,2021.11.11
280,1058,2021.11.11
1099,1069,2021.11.11
133,1069,2021.11.11
151,1182,2021.11.11
64,463,2021.11.12
196,913,2021.11.12
141,238,2021.11.13
77,436,2021.11.13
133,526,2021.11.13
324,978,2021.11.13
352,998,2021.11.13
65,1055,2021.11.13
70,275,2021.11.14
334,864,2021.11.14
320,921,2021.11.14
70,1375,2021.11.14
1094,258,2021.11.15
350,368,2021.11.15
1118,961,2021.11.15
1111,961,2021.11.15
222,961,2021.11.15
1012,1214,2021.11.15
77,223,2021.11.16
354,607,2021.11.16
1049,607,2021.11.16
1093,867,2021.11.16
1093,867,2021.11.16
202,879,2021.11.16
340,965,2021.11.16
1021,1184,2021.11.16
275,1255,2021.11.16
282,1255,2021.11.16
310,1255,2021.11.16
190,1255,2021.11.16
293,1255,2021.11.16
196,1255,2021.11.16
100,1255,2021.11.16
354,1354,2021.11.16
77,1354,2021.11.16
1126,213,2021.11.17
1058,213,2021.11.17
135,213,2021.11.17
162,213,2021.11.17
162,213,2021.11.17
194,431,2021.11.17
1094,431,2021.11.17
190,431,2021.11.17
133,1065,2021.11.17
194,1099,2021.11.17
227,1099,2021.11.17
133,1138,2021.11.17
1064,1277,2021.11.17
65,81,2021.11.18
67,81,2021.11.18
77,257,2021.11.18
1094,257,2021.11.18
1019,267,2021.11.18
89,267,2021.11.18
358,414,2021.11.18
133,632,2021.11.18
162,632,2021.11.18
194,867,2021.11.18
1060,867,2021.11.18
352,867,2021.11.18
82,867,2021.11.18
133,1001,2021.11.18
202,1001,2021.11.18
77,1001,2021.11.18
190,1001,2021.11.18
133,1018,2021.11.18
1049,1099,2021.11.18
227,1099,2021.11.18
276,1110,2021.11.18
293,1248,2021.11.18
77,268,2021.11.19
224,268,2021.11.19
224,892,2021.11.19
133,1022,2021.11.19
1107,1051,2021.11.19
324,257,2021.11.20
198,943,2021.11.20
278,943,2021.11.20
153,943,2021.11.20
200,943,2021.11.20
202,943,2021.11.20
1054,1051,2021.11.20
135,173,2021.11.21
1061,603,2021.11.21
1094,287,2021.11.22
202,268,2021.11.23
1014,143,2021.11.24
1094,143,2021.11.24
190,143,2021.11.24
77,290,2021.11.24
331,302,2021.11.24
1065,726,2021.11.24
227,726,2021.11.24
326,843,2021.11.24
133,978,2021.11.24
190,1020,2021.11.24
193,1020,2021.11.24
1049,1120,2021.11.24
153,1359,2021.11.25
219,173,2021.11.26
153,621,2021.11.26
115,849,2021.11.26
190,1434,2021.11.26
133,35,2021.11.27
352,791,2021.11.27
93,426,2021.11.29
257,676,2021.11.29
77,676,2021.11.29
70,676,2021.11.29
133,1018,2021.11.29
1054,399,2021.11.30
182,399,2021.11.30
335,399,2021.11.30
1099,987,2021.11.30
72,987,2021.11.30
131,987,2021.11.30
275,103,2021.12.01
194,235,2021.12.01
1094,235,2021.12.01
190,235,2021.12.01
294,235,2021.12.01
202,523,2021.12.01
76,1008,2021.12.01
133,1054,2021.12.01
310,1054,2021.12.01
257,1054,2021.12.01
200,144,2021.12.02
1065,391,2021.12.02
1098,391,2021.12.02
257,903,2021.12.02
190,903,2021.12.02
72,447,2021.12.03
135,649,2021.12.03
220,1016,2021.12.03
222,230,2021.12.04
77,417,2021.12.04
70,582,2021.12.04
133,766,2021.12.04
133,766,2021.12.04
334,864,2021.12.04
254,1384,2021.12.04
1110,1427,2021.12.04
257,659,2021.12.05
131,947,2021.12.05
125,434,2021.12.06
254,434,2021.12.06
77,531,2021.12.06
1147,603,2021.12.06
1050,868,2021.12.06
106,868,2021.12.06
240,1270,2021.12.06
310,1270,2021.12.06
202,1270,2021.12.06
77,1270,2021.12.06
77,1270,2021.12.06
70,1270,2021.12.06
294,1270,2021.12.06
193,1270,2021.12.06
77,1357,2021.12.06
153,264,2021.12.07
1112,688,2021.12.07
308,688,2021.12.07
222,688,2021.12.07
1147,16,2021.12.08
1049,196,2021.12.08
1111,196,2021.12.08
110,196,2021.12.08
1094,216,2021.12.08
358,227,2021.12.08
1054,227,2021.12.08
326,227,2021.12.08
133,289,2021.12.08
1051,299,2021.12.08
1050,299,2021.12.08
1094,326,2021.12.08
1072,368,2021.12.08
362,368,2021.12.08
133,368,2021.12.08
133,368,2021.12.08
133,368,2021.12.08
133,368,2021.12.08
140,368,2021.12.08
318,368,2021.12.08
135,368,2021.12.08
135,368,2021.12.08
135,368,2021.12.08
135,368,2021.12.08
75,368,2021.12.08
310,368,2021.12.08
310,368,2021.12.08
310,368,2021.12.08
310,368,2021.12.08
139,368,2021.12.08
226,368,2021.12.08
194,368,2021.12.08
148,368,2021.12.08
148,368,2021.12.08
148,368,2021.12.08
254,368,2021.12.08
254,368,2021.12.08
244,368,2021.12.08
345,368,2021.12.08
77,368,2021.12.08
162,368,2021.12.08
325,368,2021.12.08
326,368,2021.12.08
70,368,2021.12.08
66,368,2021.12.08
81,368,2021.12.08
81,368,2021.12.08
81,368,2021.12.08
81,368,2021.12.08
81,368,2021.12.08
253,368,2021.12.08
253,368,2021.12.08
253,368,2021.12.08
253,368,2021.12.08
253,368,2021.12.08
253,368,2021.12.08
253,368,2021.12.08
253,368,2021.12.08
253,368,2021.12.08
220,368,2021.12.08
220,368,2021.12.08
100,368,2021.12.08
100,368,2021.12.08
222,368,2021.12.08
82,368,2021.12.08
224,368,2021.12.08
224,368,2021.12.08
346,391,2021.12.08
148,391,2021.12.08
219,505,2021.12.08
277,505,2021.12.08
362,527,2021.12.08
140,527,2021.12.08
135,527,2021.12.08
198,527,2021.12.08
75,527,2021.12.08
202,527,2021.12.08
1147,621,2021.12.08
64,851,2021.12.08
70,851,2021.12.08
72,937,2021.12.08
194,937,2021.12.08
194,937,2021.12.08
194,937,2021.12.08
194,937,2021.12.08
194,937,2021.12.08
194,937,2021.12.08
194,937,2021.12.08
194,937,2021.12.08
194,937,2021.12.08
194,937,2021.12.08
194,937,2021.12.08
330,937,2021.12.08
80,937,2021.12.08
77,1023,2021.12.08
1147,1100,2021.12.08
116,1100,2021.12.08
148,1100,2021.12.08
1092,1100,2021.12.08
219,1100,2021.12.08
70,1125,2021.12.08
1037,1383,2021.12.08
249,1383,2021.12.08
92,1383,2021.12.08
162,1383,2021.12.08
70,1383,2021.12.08
81,1383,2021.12.08
80,1383,2021.12.08
133,36,2021.12.09
77,282,2021.12.09
1147,391,2021.12.09
1147,449,2021.12.09
182,521,2021.12.09
181,521,2021.12.09
1147,533,2021.12.09
133,603,2021.12.10
1107,719,2021.12.10
1051,820,2021.12.10
1064,151,2021.12.11
1050,414,2021.12.11
147,414,2021.12.11
1061,414,2021.12.11
222,414,2021.12.11
346,470,2021.12.12
226,470,2021.12.12
1094,319,2021.12.13
249,361,2021.12.13
357,512,2021.12.13
194,516,2021.12.13
76,516,2021.12.13
82,719,2021.12.13
100,976,2021.12.13
70,1107,2021.12.13
77,1126,2021.12.13
133,1135,2021.12.13
257,1135,2021.12.13
312,1135,2021.12.13
224,1135,2021.12.13
254,127,2021.12.14
181,239,2021.12.14
254,510,2021.12.14
1094,688,2021.12.14
1061,688,2021.12.14
193,688,2021.12.14
133,766,2021.12.14
133,766,2021.12.14
133,766,2021.12.14
1147,797,2021.12.14
1064,883,2021.12.14
208,903,2021.12.14
190,903,2021.12.14
151,987,2021.12.14
1147,1130,2021.12.14
190,1431,2021.12.14
194,8,2021.12.15
96,250,2021.12.15
202,291,2021.12.15
327,291,2021.12.15
224,291,2021.12.15
133,621,2021.12.15
1065,860,2021.12.15
1147,933,2021.12.15
194,1296,2021.12.15
1147,1317,2021.12.15
1147,1317,2021.12.15
133,1317,2021.12.15
1051,1317,2021.12.15
257,1317,2021.12.15
257,1317,2021.12.15
148,1317,2021.12.15
249,1425,2021.12.15
249,1425,2021.12.15
202,250,2021.12.16
70,250,2021.12.16
82,250,2021.12.16
257,505,2021.12.16
198,534,2021.12.16
202,534,2021.12.16
1007,534,2021.12.16
148,549,2021.12.16
276,549,2021.12.16
70,859,2021.12.16
194,101,2021.12.17
1064,101,2021.12.17
1147,278,2021.12.17
133,278,2021.12.17
133,278,2021.12.17
64,283,2021.12.17
1094,319,2021.12.17
190,319,2021.12.17
294,319,2021.12.17
80,319,2021.12.17
82,319,2021.12.17
96,470,2021.12.17
1147,509,2021.12.17
131,688,2021.12.17
133,720,2021.12.17
276,778,2021.12.17
70,982,2021.12.17
1094,1203,2021.12.17
194,1266,2021.12.17
202,1266,2021.12.17
1147,258,2021.12.18
249,1110,2021.12.18
1094,1186,2021.12.18
76,1226,2021.12.18
76,1226,2021.12.18
1094,1227,2021.12.18
190,1227,2021.12.18
1064,95,2021.12.19
257,279,2021.12.19
95,279,2021.12.19
182,279,2021.12.19
224,937,2021.12.19
95,1157,2021.12.19
1049,18,2021.12.20
77,281,2021.12.20
1094,423,2021.12.20
346,470,2021.12.20
1147,505,2021.12.20
77,568,2021.12.20
77,568,2021.12.20
77,568,2021.12.20
1093,737,2021.12.20
320,819,2021.12.20
70,1085,2021.12.20
77,13,2021.12.21
309,131,2021.12.21
64,137,2021.12.21
133,137,2021.12.21
1019,137,2021.12.21
1021,137,2021.12.21
115,137,2021.12.21
1012,137,2021.12.21
70,194,2021.12.21
70,194,2021.12.21
224,194,2021.12.21
133,219,2021.12.21
226,521,2021.12.21
70,628,2021.12.21
334,632,2021.12.21
77,676,2021.12.21
198,685,2021.12.21
194,869,2021.12.21
1147,1054,2021.12.21
133,1111,2021.12.21
135,1121,2021.12.21
77,1123,2021.12.21
224,1271,2021.12.21
282,1419,2021.12.21
86,1419,2021.12.21
88,1419,2021.12.21
1140,1419,2021.12.21
283,1419,2021.12.21
1129,1419,2021.12.21
70,154,2021.12.22
194,373,2021.12.22
89,373,2021.12.22
75,458,2021.12.22
133,475,2021.12.22
1092,500,2021.12.22
1064,508,2021.12.22
222,508,2021.12.22
1147,819,2021.12.22
133,901,2021.12.22
133,901,2021.12.22
278,901,2021.12.22
224,979,2021.12.22
1094,1001,2021.12.22
70,1299,2021.12.22
1136,1299,2021.12.22
144,1419,2021.12.22
327,139,2021.12.23
224,139,2021.12.23
1142,143,2021.12.23
162,143,2021.12.23
335,143,2021.12.23
80,329,2021.12.23
1136,349,2021.12.23
87,409,2021.12.23
362,470,2021.12.23
309,470,2021.12.23
182,719,2021.12.23
255,719,2021.12.23
202,1013,2021.12.23
197,1291,2021.12.23
199,1291,2021.12.23
304,227,2021.12.24
202,227,2021.12.24
244,227,2021.12.24
77,227,2021.12.24
90,227,2021.12.24
89,227,2021.12.24
89,227,2021.12.24
162,227,2021.12.24
326,227,2021.12.24
276,227,2021.12.24
276,227,2021.12.24
120,227,2021.12.24
121,227,2021.12.24
1096,683,2021.12.24
133,683,2021.12.24
194,683,2021.12.24
70,683,2021.12.24
1094,683,2021.12.24
75,739,2021.12.24
1147,768,2021.12.24
75,768,2021.12.24
197,819,2021.12.24
199,819,2021.12.24
1094,844,2021.12.24
243,990,2021.12.24
76,1329,2021.12.24
194,1395,2021.12.24
77,1395,2021.12.24
141,0,2021.12.25
194,201,2021.12.25
1094,201,2021.12.25
294,201,2021.12.25
1050,265,2021.12.25
1049,446,2021.12.25
1061,627,2021.12.25
346,685,2021.12.25
254,1226,2021.12.25
66,1226,2021.12.25
358,140,2021.12.26
358,140,2021.12.26
1064,434,2021.12.26
77,1442,2021.12.26
194,264,2021.12.27
77,264,2021.12.27
1061,264,2021.12.27
1094,533,2021.12.27
1061,790,2021.12.27
309,798,2021.12.27
309,798,2021.12.27
194,845,2021.12.27
1094,845,2021.12.27
190,845,2021.12.27
70,883,2021.12.27
1064,883,2021.12.27
224,986,2021.12.27
226,999,2021.12.27
226,999,2021.12.27
77,1023,2021.12.27
70,1197,2021.12.27
202,1212,2021.12.27
70,1212,2021.12.27
194,1235,2021.12.27
87,1396,2021.12.27
1105,5,2021.12.28
1147,290,2021.12.28
77,729,2021.12.28
224,729,2021.12.28
1094,757,2021.12.28
70,878,2021.12.28
254,1133,2021.12.28
254,1133,2021.12.28
1112,1133,2021.12.28
66,1133,2021.12.28
153,260,2021.12.29
257,260,2021.12.29
257,260,2021.12.29
257,260,2021.12.29
194,260,2021.12.29
70,260,2021.12.29
148,302,2021.12.29
276,302,2021.12.29
70,591,2021.12.29
93,1067,2021.12.29
116,1197,2021.12.29
202,1393,2021.12.29
1147,43,2021.12.30
320,260,2021.12.30
87,260,2021.12.30
148,260,2021.12.30
77,260,2021.12.30
66,260,2021.12.30
224,264,2021.12.30
70,982,2021.12.30
194,1061,2021.12.30
77,1061,2021.12.30
75,1169,2021.12.30
194,1169,2021.12.30
194,1169,2021.12.30
93,1169,2021.12.30
1094,1169,2021.12.30
1094,1175,2021.12.30
135,1377,2021.12.30
194,260,2021.12.31
362,470,2021.12.31
1061,470,2021.12.31
202,655,2021.12.31
202,726,2021.12.31
207,819,2021.12.31
86,819,2021.12.31
1112,934,2021.12.31
202,279,2022.01.01
324,518,2022.01.01
198,655,2022.01.01
257,914,2022.01.01
70,914,2022.01.01
257,978,2022.01.01
194,978,2022.01.01
202,978,2022.01.01
202,988,2022.01.01
324,988,2022.01.01
70,988,2022.01.01
1020,500,2022.01.02
1098,631,2022.01.02
70,655,2022.01.02
1094,1224,2022.01.02
202,1393,2022.01.02
182,744,2022.01.03
208,911,2022.01.03
1094,913,2022.01.03
1111,952,2022.01.03
133,302,2022.01.04
151,516,2022.01.04
231,516,2022.01.04
133,603,2022.01.04
77,934,2022.01.04
70,934,2022.01.04
1094,1126,2022.01.04
1094,1126,2022.01.04
190,1126,2022.01.04
362,224,2022.01.05
133,224,2022.01.05
297,224,2022.01.05
224,260,2022.01.05
1167,522,2022.01.05
324,1312,2022.01.05
1012,1312,2022.01.05
1147,1417,2022.01.05
1102,107,2022.01.06
133,107,2022.01.06
1037,107,2022.01.06
126,262,2022.01.06
89,262,2022.01.06
255,262,2022.01.06
1123,386,2022.01.06
1054,591,2022.01.06
194,22,2022.01.07
194,816,2022.01.07
140,1276,2022.01.07
106,1276,2022.01.07
202,80,2022.01.08
1043,80,2022.01.08
1094,176,2022.01.08
294,176,2022.01.08
193,176,2022.01.08
194,207,2022.01.08
194,272,2022.01.08
70,280,2022.01.08
1147,412,2022.01.08
1112,688,2022.01.08
133,867,2022.01.08
77,1133,2022.01.08
299,1133,2022.01.08
1092,1362,2022.01.08
194,148,2022.01.09
77,148,2022.01.09
70,148,2022.01.09
77,187,2022.01.09
1085,187,2022.01.09
1094,423,2022.01.09
1094,423,2022.01.09
309,627,2022.01.09
255,260,2022.01.10
1112,268,2022.01.10
135,300,2022.01.10
1119,391,2022.01.10
225,512,2022.01.10
77,512,2022.01.10
1021,512,2022.01.10
276,512,2022.01.10
193,512,2022.01.10
193,512,2022.01.10
