,client_name,u_id,al_name,al_id,score,al_review,date
0,거북이마을,0,이상헌 탁주 14%,1230,5.0,,2022.05.27
1,이*영,1,이상헌 탁주 14%,1230,4.5,"왜 한 병만 시켰을까 후회될 정도.
처음 약한 산미로 시작하여 풍부한 쌀맛에 단맛이 많지 않고 기품있는 피니시. 너무 맑지도 걸죽하지도 탁하지도 않은 인생 막걸리 찾음.",2022.05.26
2,hyeeock,52,배금도가 수제 막걸리,1198,5.0,,2022.06.23
3,pang21,54,배금도가 수제 막걸리,1198,5.0,,2022.05.04
4,sekire1,50,배금도가 수제 막걸리,1198,4.0,맛과 향이 좋습니다. 토니워터 타서 마시면 아주 좋습니다.,2022.07.11
5,밥쥬셩,56,배금도가 수제 막걸리,1198,4.5,,2022.02.19
6,아벨라,34,배금도가 수제 막걸리,1198,5.0,처음 열었을 때 새콤쿱쿱한데 상큼한 그 느낌이 너무 좋아요! 심지어 맛있어서 술술 넘어갑니다. 12도인거 감안하고 천천히 먹어야 할 거 같아욥,2022.06.21
7,오리삐삐,55,배금도가 수제 막걸리,1198,4.5,계속 구매해서 먹고 있습니다. 집에서 저녁에 안주와 함께 언제든지 먹을수 있어 좋은거 같아요,2022.03.07
8,오리삐삐,55,배금도가 수제 막걸리,1198,5.0,새로운 막걸리가 눈에 띄어서 우선 작은것부터 시작하려고 구입을 하였습니다. 먹고 나서는 계속 도전하면서 구매할거 같아요,2022.02.23
9,이*훈,53,배금도가 수제 막걸리,1198,4.5,맛나네요,2022.05.24
10,장*신,51,배금도가 수제 막걸리,1198,5.0,받는 지인이 엄지척 하였습니다.,2022.07.06
11,탈퇴회원,43,배금도가 수제 막걸리,1198,5.0,"막걸리라 생각 하기에 너무 고급진맛이에요.
진하면서 부드럽고 목넘김이 좋은 위에 부담도 되지않네요.",2022.05.08
12,호호호,36,배금도가 수제 막걸리,1198,4.5,배송이 빠르고 좋습니다.,2022.03.23
13,pang21,54,양지백주,1158,5.0,?,2022.05.03
14,주*화,35,양지백주,1158,4.5,닷맛이 강하지 점에 큰점수를 드리며 산미와 단백함의 조화에 매료되었습니다. 제가 경험한탁주중에 제일 매력적이네요. 단맛강하지않은 좋은술 추천바랍니다,2022.05.26
15,ahrumhera,128,지란지교 무화과 탁주,1102,5.0,궁금증으로 주문한술~시부모님이 무화과농사를 지으셔서 기대했으나 무화과맛이 느껴지는지는 진짜 모르겠고 술자체 맛은 나쁘지 않았음~~,2022.01.14
16,가마,129,지란지교 무화과 탁주,1102,5.0,무화과라는 말 보자마자 주문했습니다 ㅎㅎ 또 구매하고싶어요,2022.01.06
17,꾸꾸2,122,지란지교 무화과 탁주,1102,5.0,찐하고 맛좋아요 목넘김좋네요,2022.08.07
18,신*경,123,지란지교 무화과 탁주,1102,5.0,무화과 맛이 궁금합니다 어서 먹고싶어요,2022.06.29
19,심해물고기,125,지란지교 무화과 탁주,1102,4.0,,2022.03.04
20,애봉,126,지란지교 무화과 탁주,1102,5.0,"색이너무예쁘고, 맛있어용",2022.02.06
21,오*람,124,지란지교 무화과 탁주,1102,3.0,색감은 정말 좋은데 맛도 이상한건 아니에요 하지만 저는 끝에 묘하게 향이 걸려서 부드럽게 안마셔져서 아쉽긴 한데 작은 향때문에 그런거구 그거외엔 목넘김이나 맛의 강도는 좋았습니다 색도 정말 이쁘구요! 다음엔 안주를 바꿔서 먹어 봐야겠어요~,2022.04.25
22,유*현,127,지란지교 무화과 탁주,1102,5.0,맛나요. 역시 지린지료,2022.01.21
23,정*은,58,지란지교 무화과 탁주,1102,4.5,색깔이 정말 예뻐서 선택한 탁주입니다. 색깔이 진짜 말해무엇해 여전히 이 나이에도 핑쿠핑쿠하고 싶은 욕구를 채워주는 하지만 그렇다고 너무 핑크하지 않은 그런 느낌? 매콤한 양념을 발라 구운 장어로 후끈후끈한 혀를 차갑고 달달하게 식혀주는 맛입니다. 매운 양념 음식이라면 무엇이든 괜찮을 것 같아요! 조금 아쉬웠던 건 향기! 흙냄새에 민감한 분들이라면 색을 내기 위해 들어간 비트분말 냄새가 거슬리실 것 같아요! 생각보다 도수가 있는지 제가 빨리 마신건지 꽤나 훅 취하는 느낌입니다.,2022.07.26
24,진우쩡찡,130,지란지교 무화과 탁주,1102,5.0,,2021.10.29
25,오리삐삐,55,지란지교 탁주,1101,4.5,"첫번째 선물로 받은 다음에 마음에 들어서 두번째 구입입니다. ^.^
대접받는 느낌으로 먹고 있습니다.",2022.02.23
26,진우쩡찡,130,지란지교 탁주,1101,5.0,,2021.10.28
27,가야르도,159,백련 미스티 살균 막걸리,1093,5.0,여기술 정말 맛있고 배송도빠릅니다 ㅎ,2022.04.15
28,감로,148,백련 미스티 살균 막걸리,1093,5.0,다들 맛있데요 또 구매할께요,2022.07.16
29,고재,152,백련 미스티 살균 막걸리,1093,4.0,맛있어요! 살균이라 속도 편안,2022.07.06
30,김*우,161,백련 미스티 살균 막걸리,1093,4.5,상큼하고 가벼워서 부담없이 마시기에 좋네요,2021.11.03
31,김메리,149,백련 미스티 살균 막걸리,1093,5.0,,2022.07.14
32,김메리,149,백련 미스티 살균 막걸리,1093,5.0,보통 막걸리랑 비슷한 것 같아요! 달콤해서 거부감 없이 마실 수 있었어요!,2022.07.07
33,노마드,153,백련 미스티 살균 막걸리,1093,2.5,,2022.07.06
34,노마드,153,백련 미스티 살균 막걸리,1093,2.5,,2022.07.06
35,든진,46,백련 미스티 살균 막걸리,1093,5.0,"요즘 장마철이라 비 올 때 마시려고 샀는데, 백련 막걸리 도착한 날부터 기가막히게 비가 오지 않더군요. 2병 중에 한 병은 참지 못하고 마셨지만 나머지 한 병은 얼른 비가 오는 날 마시고 싶어요 감자전이랑...",2022.07.20
36,송아줌마,147,백련 미스티 살균 막걸리,1093,5.0,아버님 생신때 먹으려고 구매했습니다. 이번 주말이 기다려지네요...,2022.07.20
37,슉슛숑,145,백련 미스티 살균 막걸리,1093,4.5,"묵직한 탁주같은 막걸리엿어요!
용량이 작아서 아쉬웠어요 ㅜㅜ
그래도 맛있게잘먹었어요~",2022.07.30
38,신*욱,37,백련 미스티 살균 막걸리,1093,4.0,,2022.07.13
39,신*화,62,백련 미스티 살균 막걸리,1093,5.0,"맛이 깔끔하고 먹기 참 좋았습니다.
사실 한번 배송이 왔는데 신경을 써서 배송을 하셨음에도 한병이 깨져서 도착을 했더군요
문의를 드리니 새로 보내주셨습니다.
친절하게 응대해주셔서 감사합니다.",2021.12.20
40,심*연,158,백련 미스티 살균 막걸리,1093,5.0,선술집에서 먹어보고 바로 주문했어요:),2022.04.16
41,아롱아롱,151,백련 미스티 살균 막걸리,1093,5.0,무난한 막걸이에요 가성비 좋아요,2022.07.07
42,우키쿠키,160,백련 미스티 살균 막걸리,1093,4.5,,2022.04.15
43,우키쿠키,160,백련 미스티 살균 막걸리,1093,4.5,,2022.04.15
44,우키쿠키,160,백련 미스티 살균 막걸리,1093,5.0,,2022.04.15
45,우키쿠키,160,백련 미스티 살균 막걸리,1093,5.0,,2021.11.16
46,우키쿠키,160,백련 미스티 살균 막걸리,1093,4.0,,2021.11.16
47,윤파파,155,백련 미스티 살균 막걸리,1093,5.0,맛있어보여요 이쁘네용,2022.05.31
48,이*주,144,백련 미스티 살균 막걸리,1093,5.0,"주변에서 다들 맛있다고 하는 술이었어요
탁주 싫어하는 사람들도 괜찮다고 하더라고요",2021.10.16
49,이*현,69,백련 미스티 살균 막걸리,1093,5.0,백련 아주 맛있어요,2022.03.04
50,이카루스,154,백련 미스티 살균 막걸리,1093,4.0,혼자서 즐기기에 괜찮은 막걸리입니다.,2022.06.23
51,인생스토리,150,백련 미스티 살균 막걸리,1093,5.0,,2022.07.09
52,임*영,157,백련 미스티 살균 막걸리,1093,4.5,부드럽고 맛이강하지않아요,2022.04.29
53,지훈,156,백련 미스티 살균 막걸리,1093,4.0,부드럽고 맛있어요 쉽게 접할수 있는 막걸리 하면 느낄수 있는맛,2022.05.03
54,혀놔,64,백련 미스티 살균 막걸리,1093,5.0,"항상 믿고 먹는 백련미스티입니다.
이번에는 선물용으로 샀어요!
막걸리 좋아하시는 할아버지신데, 마음에 드셨으면 좋겠습니다!",2022.07.19
55,혀놔,64,백련 미스티 살균 막걸리,1093,5.0,항상 맛있게 잘 마시고 있습니다?,2022.06.21
56,혐띠,146,백련 미스티 살균 막걸리,1093,5.0,부드럽고 맛있어요:) 다음엔 생막걸리도 먹어보려고 합니다,2022.07.21
57,담화맨,85,벗이랑 홍국,1072,5.0,막걸리면 질색하는 사람도 이건 또 시켜먹더라구요. 놀랄만큼 걸쭉해서 한입씩 홀짝거리면서 백반상이랑 즐기기 좋아요.,2021.12.08
58,윤*운,162,벗이랑 조릿대,1071,5.0,"알코올 맛이 상당히 강합니다.
술을 좋아한다면 거부감없이 마실 수 있습니다.",2022.01.26
59,오뚜기왕뚜껑,163,벗이랑 강황,1070,5.0,,2022.06.18
60,hi,286,문삼이공 잣,275,5.0,잣막걸리중에 최고!!!,2021.10.26
61,yj87,364,문삼이공 잣,275,5.0,생각보다 잣 향이 많이 나진 않아요. 시큼한 막걸리 향 뒤에 은은하게 잣 향이 올라와서 중독성 있네요.,2021.12.01
62,강*찬,369,문삼이공 잣,275,4.0,맛에서는 잣 보다는 무첨가 라는 부분이 좀더 강하게 느껴졌다. 단맛은 거의 없고 산미가 어느정도 있다. 반주로 마실때도 가볍게 넘기는것이 아니라 맛을 생각하면서 마신다면 즐길수 있는술.,2021.02.08
63,권*정,362,문삼이공 잣,275,3.0,"좀 느끼해요.
아무래도 잣이니깐",2022.01.23
64,김*녕,169,문삼이공 잣,275,5.0,기름이 동동 떠다니는 특이한 막걸리^^,2021.08.09
65,김*녕,169,문삼이공 잣,275,5.0,잣막걸리 잊을 수가 없어서 두 번째 구매한 것의 리뷰입니다..다른 말이 필요없어요! 좀 비싸지만 비싼 값을 합니다. 물론 양이 조금 더 많았으면 하는 아쉬움..ㅎㅎ,2021.01.25
66,김*녕,169,문삼이공 잣,275,5.0,풍부한 잣향...선물용으로 세 번째 구매 했습니다. 막걸리가 막걸리가 아닌듯한 그냥 고급진 술 같은 느낌,2021.01.25
67,김*진,358,문삼이공 잣,275,5.0,잣의 꼬수운 맛이 뒤에 느껴집니다. 산미도 있고 고소함도 있고 맛있어요,2020.12.17
68,김*태,177,문삼이공 잣,275,4.0,잣으로 인해 더 고소한 맛이 납니다. 맛있어요.,2022.01.15
69,김*현,104,문삼이공 잣,275,5.0,한잔 먹자마자 아 고급지다. 라는 생각이 딱드는 탁주였습니다. 생각보다 잣냄새가 아주아주 찐하진 않았지만 그래서 더더욱 반주에 어울렸던 것 같습니다,2021.01.05
70,김*형,250,문삼이공 잣,275,4.5,"저도 마실겸 부모님 생신때 데리고 가려고 주문해봤는데~

고급진 막걸리!!! 딱이예요~~~
잣향이 입에 잔잔 하게 남고요~
고소함이 풍부하게 느겨져요
잣기름에 당황하긴 했지만~ 마셔보니 맛도 괜찮고~
도수가 다른 막걸리 보다 조금 높지만 혼자 한병정도는 가볍게 맛있게 마실수 있어요~",2021.07.25
71,박*석,368,문삼이공 잣,275,3.0,맛은 좋으나 잣기름 호불호가 갈릴듯 싶네요,2021.03.02
72,박*준,361,문삼이공 잣,275,3.5,잣향이 길게는 아니지만 잠깐 훅하고 느껴집니다,2022.02.22
73,신*민,371,문삼이공 잣,275,5.0,잣 맛이 느껴저서 마시면 너무 고급 막걸리 마시는 느낌이 들어서 좋았어요.,2020.12.22
74,애봉,126,문삼이공 잣,275,4.0,생각한것보다 잣향이강하지는않았네요ㅜ,2022.02.06
75,유*호,366,문삼이공 잣,275,5.0,지난 명절에 가족과 함께먹고 너무 만족스러워하셔사 재구매했는데 또 만족,2021.11.05
76,으네,303,문삼이공 잣,275,5.0,탁주중에최고 건강해지는 기름기 좔좔,2022.05.25
77,이*호,232,문삼이공 잣,275,5.0,맛있음?,2022.08.10
78,이*훈,53,문삼이공 잣,275,4.0,잣기름이 동동 떠 있는 막걸리. 고소한맛이나고 달지 않아 먹기 좋습니다,2021.09.03
79,임*람,367,문삼이공 잣,275,5.0,유통기한이 여러개 찍혀서 문의드렸더니 담당자분께서 친절하게 응대해주시고 새제품으로 다시 보내주셨네요~ 너무 친절하셔서 되래 제가 죄송한 기분이 들었네요ㅠㅠ 막걸리도 진하면서 쓰지도 막 달지도 않은? 딱 원하는 맛이였네요. 신랑이 소주파여서 막걸리는 잘 안먹는데 한입먹더니 맛있다며 바로 김치부추전해서 먹었네요,2021.04.13
80,전*윤,370,문삼이공 잣,275,4.0,진한 맛의 막걸리였어요!,2021.01.31
81,정*원,363,문삼이공 잣,275,5.0,고소하고 맛있어요!,2022.01.11
82,조*주,372,문삼이공 잣,275,5.0,짙은 잣향과 잣기름에서 느껴지는 풍미가 좋습니다. 잣기름때문에 잔에 따랐을때 기름기가 돌지만 느끼하지 않습니다. 그렇지만 느끼하다고 하시는 분들도 있어 개인차가 있을듯 합니다. 구수하면서도 새콤한듯한 맛이 깔끔하고 도수가 있지만 목넘김이 부드럽고 향이 아주 좋은 막걸리입니다.,2020.11.30
83,조*주,372,문삼이공 잣,275,5.0,담화박스로 받아서 접해봤던 술인데 여태까지 먹어본 막걸리 중 손에 꼽게 좋았습니다. 도수가 있는 편임에도 부드러우면서 청량하고 깔끔한 맛이 느껴졌으며 풍부한 잣향이 술의 풍미를 한껏 높여주는 느낌이었습니다. 페어링 음식으로 강한 느낌의 음식을 추천했지만 저는 깔끔한 문어숙회와 생굴과 함께 먹었는데 잣향이 부드럽게 올라와서 더 좋았던 것 같습니다. 정가 2만원이 넘는 가격대라 막걸리로서는 부담스럽긴해도 주변에 한번쯤 권하고 싶어서 네병이나 더 주문했습니다. 다만 술에 잣 특유의 기름기가 도는 편이라 그런 점에서 호불호가 있을듯 합니다.,2020.11.11
84,최*미,365,문삼이공 잣,275,4.5,최고최고!! 묵직하면서 고소하고 ㅠㅠ 넘 맛있어요,2021.11.16
85,탈퇴회원,43,문삼이공 잣,275,4.5,포장 잘되어 배송되어 너무좋네요.,2021.09.11
86,허*현,339,문삼이공 잣,275,4.0,"약간 떫은 느낌이 있었지만 알콜취가 부담스럽지 않고, 고소한 잣의 풍미가 느껴져서 좋았어요. 맛은 생각보다 많이 달아서 의외였네요. 산미와 어우러져 새콤달콤한 맛이었습니다.",2020.12.17
87,김*주,110,문삼이공 탁주,282,5.0,만족했어요 문삼이공 탁주! 맛있었습니다~,2020.12.28
88,김*진,358,문삼이공 탁주,282,5.0,신맛뒤에 쌀맛이 은은하게 납니다 안주 페어링이 중요할듯,2020.12.20
89,김*태,177,문삼이공 탁주,282,4.0,확실히 일반적인 탁주보다 비싼만큼 더 맛이 깔끔한 것 같습니다.,2022.01.15
90,우키쿠키,160,문삼이공 탁주,282,4.5,,2021.07.22
91,유*숙,374,문삼이공 탁주,282,3.5,"선물로 주문한건데
한병씩 포장 되어있을줄 알았는데 ㅜㅜ
두병씩 넣어서 보내주셨네요
안타까워요",2022.01.25
92,정*원,363,문삼이공 탁주,282,5.0,탄산이 없으니 좋네요,2022.01.11
93,주락이,373,문삼이공 탁주,282,5.0,전통주 나름의 의미가 있어 선물용으로도 즇아요,2022.06.16
94,최*미,365,문삼이공 탁주,282,4.5,"고급진 포장, 맛도 최고. 선물용으로도 좋을 것 같아요",2021.11.16
95,허*현,339,문삼이공 탁주,282,4.0,많이 달지는 않으면서 부드럽고 향도 좋고 맛있어요. 도수가 좀 있어서 살짝 독한 느낌은 있어요.,2020.12.24
96,화니여니,375,문삼이공 탁주,282,4.5,추천해주셔서 기대했는데 흙맛이라고 해야하는지 뭔가 독특한향과 맛이 살짝 거부감이 생기네요,2021.12.21
97,김*진,358,문희 오미자 가향주,142,5.0,"막걸리를 좋아하는 저에게 정말 제 취향이었습니다!! 저는 10월 담화박스도 받아서 문삼이공 잣막걸리도 마셔봤는데요, 같은 도수라서 둘 다 도수는 아주 만족스러웠습니다. 도수 높은 막걸리 정말 너무 좋아요. 그리고 탁도가 다소 높은데 건더기가 걸리적거리거나 전혀 그렇지 않았습니다. 게다가 달달하고 상큼한 맛도 되게 좋아하는 편인데, 그게 과하게 강하지 않아서 색다르고 맛있었어요. 막걸리 좋아하시는 분들이면 한 번 쯤 도전해 보시는 거 추천드립니다!! 양도 생각보다 되게 많아서 좋아요.ㅎㅎ. 쭈꾸미에도 잘 어울리고 짭쪼름한 과자에도 잘 어울리는 것 같습니다. 재구매 의향 있습니다~~",2020.11.17
98,손*찬,319,문희 오미자 가향주,142,5.0,묵직한 맛이 일품이네요!,2022.03.03
99,최*진,376,문희 오미자 가향주,142,5.0,"정말 진하고 맛잇어요
다시 사먹고 싶을 만큼.....",2021.10.21
100,담화맨,85,문희,140,5.0,묵직한 맛의 탁주. 달큰하고 새콤해서 좋아요.,2021.12.08
101,박*형,171,문희,140,4.5,묵직하고 고급스러운 단맛이 있어서 부모님이 좋아하세요.,2021.12.08
102,보물창고열어라,179,문희,140,4.0,"좋은 맛, 비싼가격",2022.03.12
103,술취한배고픈돼지,175,문희,140,5.0,"술을 배송 받을수 있다니 신기하네요
빨리 망나니처럼 마시고 싶어요",2022.08.05
104,오*람,124,문희,140,5.0,,2022.04.25
105,유*승,378,문희,140,3.0,"단맛이 도드라짐 그러나 곡물맛이나 입자감이 강하게 도드라지지는 않음
신맛이 강하진 않지만 목뒤를 강하게 찔러서 다른 음식과 페어링은 힘듦
개성이 강한 막걸리는 맞지만 마셔봄에 의의를 두어야할듯.
무엇보다 고도수와 단맛이 잘 어우러지지 않아 아쉬움이 남음",2020.04.02
106,이*은,304,문희,140,5.0,새콤하면서도 묵직해서 제 취향에 좋았어요,2021.07.27
107,이*훈,53,문희,140,5.0,비싸다고 생각했지만 마시면 가성비 좋은 탁주,2021.09.03
108,최*해,377,문희,140,5.0,좋네요..멋있고 맛있어요,2022.01.07
109,moontrip79,132,삼양춘 탁주,72,5.0,,2022.02.25
110,김*근,424,삼양춘 탁주,72,4.0,"묵직한 바디감이 있지만 쌀의 특유의 적당한 단맛과 높은 도수지만 목 넘김이 부드럽습니다.
일반 막걸리 마시듯 벌컥벌컥 마시면 금방 취합니다.
조금씩 반주로 마시기에 좋아요.",2021.01.05
111,김*기,178,삼양춘 탁주,72,4.0,흔히들 생각하는 탄산있고 청량감있는 막걸리랑은 많이 다릅니다. 꾸덕하고 묵직한 막걸리에요. 개인적으로 나쁘진 않았습니다만 취향은 꽤 탈 거라 생각해 별점을 좀 작게 했습니다,2022.02.10
112,김*훈,219,삼양춘 탁주,72,4.5,,2022.01.11
113,모깅,422,삼양춘 탁주,72,4.0,"맛과 향은 좋은데 쌀알이 생각보다 걸죽하게 느껴졌어요. 저는 김치전, 열무김치랑 페어링 했는데 잘 맞는듯한 느낌이 들었어요. 사실은 4.5인데 4랑 5밖에 없어서....",2021.12.03
114,박*현,97,삼양춘 탁주,72,5.0,"딱 설명에 나온 그대로의 술 이네요
진한 쌀의 향과 맛이 좋았지만 도수가 좀 있어서 드시는분에 따라서는 편하게 마시기는 어려울것 같습니다.",2022.06.03
115,베안,420,삼양춘 탁주,72,5.0,부모님 사드렸는데 좋아하셔용,2022.04.24
116,삼동박,248,삼양춘 탁주,72,4.0,맛이 강하네요 확실히 호불호는 있을꺼 같습니다,2022.06.16
117,서*솔,423,삼양춘 탁주,72,5.0,인기많은 이유가 있네요 진짜 맛있어요,2021.10.21
118,서*신,216,삼양춘 탁주,72,4.0,신 맛으로 시작해서 이내 씁쓸한 맛으로 이어지는 콤보,2020.03.16
119,손*찬,319,삼양춘 탁주,72,5.0,얼음에 희석해서 먹으면 맛납니다,2020.12.03
120,여*호,94,삼양춘 탁주,72,5.0,삼양춘 좋아요. 개인적 선호도는. 약주>청주>탁주에요.,2021.06.22
121,오*환,190,삼양춘 탁주,72,4.0,진득하니 담백한 탁주였어요. 제 입맛에는 잘 맞았고 달달하고 상큼한 막걸리 좋아하시는 부모님은 좀 텁텁하다고 하시더라고요.,2020.06.15
122,유*민,2,삼양춘 탁주,72,4.0,받고 나서 퇴근하자마자 해물파전에 마셨는데 해물파전보다는 매콤새콤한 김치전이 더 어울릴거 같습니다 황금벨런스에 담백의 끝판왕급 탁주에는 좀 자극이 있는 안주들이 더 어울릴거 같아 보입니다 탁주 자체는 진짜 너무 벨런스가 좋아서 너무 맛있게 마셨습니다,2021.10.15
123,유*승,378,삼양춘 탁주,72,5.0,"밸런스가 좋음
묵진한 질감이 부담스럽지 않네요
청포도향이 효모에서 오는거같은데 좋네요",2020.04.02
124,윤*호,421,삼양춘 탁주,72,4.5,,2021.12.08
125,이*아,134,삼양춘 탁주,72,5.0,"ㅎㅊ 막걸리를 좋아하는 자로써 요거 궁금해 구매해봤는데 많이 비슷한 맛에 깜놀.
걸쭉한 목넘김이 좋다.
약간 높은 도수라서 더 좋다.
무첨가라 제일 좋다.",2021.11.30
126,이*욱,346,삼양춘 탁주,72,5.0,맛있게 잘 먹었다고 합니다ㅎㅎ,2021.02.25
127,이*화,418,삼양춘 탁주,72,3.5,이전에 맛있게 마셔봤었기에 좀 더 쉽게 다시 고를 수 있었습니다. 이 가격대 막걸리 중에서는 삼양춘이 제일 괜찮은 것 같네요.,2022.07.07
128,이*훈,53,삼양춘 탁주,72,5.0,"도수가 있는 탁주. 고급스러운디자인. 맛있습니다. 첫맛은
가볍지만 딋맛은 묵직하게업니다",2021.01.16
129,이*훈,53,삼양춘 탁주,72,5.0,묵직한 맛입니다. 무첨가인데 단맛이 나는 막걸리입니다. 단 맛은 과하지 않아 먹기 좋습니다,2020.12.24
130,조*종,419,삼양춘 탁주,72,4.5,,2022.05.04
131,조*현,285,삼양춘 탁주,72,4.0,"프리미엄 탁주에서 가장 도드라지는 맛중 하나는 신맛인것 같은데요, 삼양춘의 신맛은 적당히 부드러우면서 잔잔한게 쏘는게 기분이 좋습니다. 걸쭉한게 벌컥벌컥 하기보단 홀짝홀짝 하며 편하게 마시기 좋네요.",2020.02.26
132,쩡이영,417,삼양춘 탁주,72,5.0,맛있네요!! 잘마셨습니당.,2022.07.08
133,탈퇴회원,43,삼양춘 탁주,72,4.0,꾸덕한 질감을 좋아하는데 정말 진해서 놀랐습니다. 맑은 탁주를 즐기는 분은 비추입니다. 질감과 입자가 커서 추천대로 와인잔같은 곳에 조금씩 천천히 마시면서 즐기는 걸 추천합니다.,2021.01.30
134,티라나,416,삼양춘 탁주,72,5.0,,2022.07.27
135,강*진,17,세종대왕어주 탁주,207,5.0,깔끔하고 가격 값을 합니다. 좋습니다!,2020.09.15
136,궁붕붕,432,세종대왕어주 탁주,207,3.0,"오늘 받은거라 아직 안마셔봤는데,
그것보다 안에 동봉해주신 아이스팩에 구멍이나서 안에 물천지되고 술 패키지 까지 다 젖어서 왔어요. 집에서 마실거라 버리면 돼서 괜찮았지만 선물로 택배 보냈으면 괜히 미안해졌을듯합니다,,",2022.04.27
137,박*현,97,세종대왕어주 탁주,207,4.0,산미가 있는 편이지만 목넘김이 깔끔해서 좋아요.,2020.07.07
138,박*형,171,세종대왕어주 탁주,207,5.0,2019년 대통령상을 받은 양조장에서 생산하는 탁주인만큼 정말 깔끔하고 고급진 느낌입니다.,2020.05.28
139,여*호,94,세종대왕어주 탁주,207,5.0,"?수정 평 ?
마시다 1/3 남은 탁주를 이틀간 냉장고 두었다가 마셨는데. 응?! 끝 맛이 완전 달라졌어요. 맛있습니다. 막걸리도 와인처럼 열리는 것이 있는 건가요? 바로 마시기 보다는 개봉해서 공기와 숨을 쉬게 한 다음 마셔야겠네요.
? 이전 평 ?
좋은 술은 분명 맞는데. 제가 원하는 찐한 단 맛 보다는. 옛 막걸리 맛에 가깝습니다. 생각해 보니 제 입맛에는 누룩으로 빚은 막걸리 보다는 입국으로 빚은 정제된 맛을 더 좋아하는 것 같습니다. 가격 대비 기대한 맛이 아니라 조금 아쉽지만. 좋은 술은 맞습니다.",2021.12.31
140,윤*민,253,세종대왕어주 탁주,207,5.0,진짜 맛있어서 기름진 안주랑 잘어울려요,2021.07.20
141,이*영,1,세종대왕어주 탁주,207,5.0,남편 크리스마스 선물로 구매했어요. 구수해서 정말 맛있더라구요. 강추합니다!,2021.01.03
142,장*정,434,세종대왕어주 탁주,207,5.0,가족들이랑 잘먹었고 탄산이 없어서 너무 좋았어요!,2020.12.16
143,정*성,433,세종대왕어주 탁주,207,5.0,첫번째 주문때 너무 신비로운 향기와 맛때문에 또 주문하게 되었는데 막걸리 병입날로부터 시간이 꽤 지난 막걸리가 배송된건지 유통 과정중 잘못 된건지 모르겠지만 산미가 너무 강해서 먹기가 힘들었습니다. 개인적으로 좀 숙성된 느낌의 막걸리보다 병입 한지 얼마 안된 그런 막걸리를 좋아하는데 그부분이 좀 크게 아쉬웠습니다 ㅠㅠ.. 이런 유통과정에 좀더 세분하게 신경 써주시면 감사하겠습니다.,2022.01.23
144,오*환,190,수제 탁주 바랑,189,4.0,나쁘지 않았어요~ 깔끔한 맛,2020.07.27
145,KITE,117,오희,138,5.0,친구 선물해줬는데 너무 좋아하네요!,2021.08.27
146,문*경,351,오희,138,5.0,오미자 특유의 달짝지근하고 달큼한 맛이 매력적이었습니다! 자글자글한 청량감 덕분에 음식이랑 편하게 즐기기 좋은 것 같아요!,2020.06.22
147,박빵떡,115,오희,138,4.0,탄산이 올라오는 모습과 술의 색깔이 예뻤습니다. 다만 씁쓸한 맛이 부각되는게 아쉬웠습니다.,2021.05.02
148,서*기,118,오희,138,4.0,"탄산감에서 느껴진는 청량감
달콤새콤씁쓸한맛
식전주로 좋아요",2021.09.11
149,안*영,483,오희,138,5.0,,2022.03.06
150,오*준,484,오희,138,5.0,"오희입니다. 약주같은 탁주, 극강의 기술력, 깔끔한 질감, 밸런스 좋은 단맛, 짜릿한 청량감...

술담화에서 구매하면 배송비도 무료네요...

술담화, 오희 둘다 흥하세요!!",2020.05.18
151,이*우,342,오희,138,5.0,새콤달콤 맛있습니다~~!!,2021.08.27
152,이*호,232,오희,138,5.0,선물했는데 예쁘다고 고맙다고 해요!ㅎㅎ,2021.10.18
153,허*수,485,오희,138,5.0,그렇게 달지도 시지도 않은데다가 깔끔합니다. 막걸리 특유의 텁텁함도 거의 없을 정도로 깔끔해요. 10병이면 많지 않나 싶었는데 받은 날 6병 비웠고 재구매 하러 왔습니다.,2019.12.27
154,김*원,341,천비향 탁주,86,5.0,부드럽고 산뜻한 느낌의 막걸리입니다. 신맛이 덜하고 달달하면서도 과하지 않은? 그런 느낌이고 정말 부드럽게 잘 마실 수 있었어요. 돼지갈비랑 같이 마셨는데 너무 잘어울리고 맛있었습니다..,2020.10.25
155,담화맨,85,천비향 탁주,86,5.0,프리미엄막걸리의 대명사.. 선물 드리고 같이 한입 마셔봤는데 이런막걸리도 있나 했네요 돈많으면 매일 먹겠습니다,2021.01.05
156,여*호,94,천비향 탁주,86,4.0,좋은 술은 분명 맞는데. 제가 원하는 찐한 단 맛 보다는. 옛 막걸리 맛에 가깝습니다. 생각해 보니 제 입맛에는 누룩으로 빚은 막걸리 보다는 입국으로 빚은 정제된 맛을 더 좋아하는 것 같습니다. 가격 대비 기대한 맛이 아니라 조금 아쉽지만. 좋은 술은 맞습니다.,2021.12.31
157,우키쿠키,160,천비향 탁주,86,4.5,,2021.07.22
158,윤*영,486,천비향 탁주,86,5.0,"깔끔하면서 적당한 도수가 있어 좋았어요.
개인적으로는 순한것보다 그래도 알코올향이 좀 있는걸 좋아해서^^
다음날 숙취도 없네요. 헤헤",2021.09.09
159,장*호,228,천비향 탁주,86,5.0,신기한 맛이긴했지만 개인적으로는 저랑 안맞는걸로....,2022.03.15
160,화니여니,375,천비향 탁주,86,5.0,묵직한과일향과 높은도수가 정말 취향저격입니다,2021.12.21
