,al_id,u_id,datetime
2032,194,419,2021.12.01
2033,1094,419,2021.12.01
2034,190,419,2021.12.01
2035,294,419,2021.12.01
2036,194,420,2020.09.23
2037,190,420,2020.09.11
2038,196,420,2020.12.09
2039,193,420,2020.12.09
2040,193,420,2020.09.11
2041,194,421,2021.10.29
2042,1092,421,2021.11.10
2043,331,421,2021.09.07
2044,331,421,2021.09.03
2045,309,421,2021.11.10
2046,194,422,2021.07.20
2047,194,422,2020.09.07
2048,77,422,2020.09.07
2049,77,422,2020.06.18
2050,70,422,2020.08.20
2051,190,422,2021.10.16
2052,224,422,2021.10.16
2053,194,423,2022.05.17
2054,93,423,2022.05.17
2055,70,423,2022.05.17
2056,1064,423,2022.05.17
2057,194,424,2021.10.26
2058,303,424,2021.10.26
2059,148,424,2021.12.29
2060,202,424,2021.02.15
2061,77,424,2021.10.04
2062,70,424,2022.01.12
2063,331,424,2021.11.24
2064,194,425,2022.06.30
2065,224,425,2022.06.30
2066,194,426,2022.04.23
2067,1136,426,2022.04.23
2068,1094,426,2022.04.23
2069,190,426,2022.04.23
2070,194,427,2022.04.03
2071,194,428,2022.04.05
2072,194,429,2022.02.18
2073,194,430,2022.07.05
2074,194,431,2022.02.22
2075,194,432,2022.04.06
2076,194,433,2021.09.04
2077,93,433,2021.11.29
2078,324,433,2021.09.10
2079,194,434,2022.02.26
2080,81,434,2022.02.26
2081,194,435,2021.11.17
2082,1094,435,2021.11.17
2083,190,435,2021.11.17
2084,194,436,2022.04.14
2085,93,436,2022.07.07
2086,77,436,2022.06.27
2087,70,436,2022.04.19
2088,1064,436,2022.07.04
2089,194,437,2022.07.04
2090,194,438,2021.07.20
2091,76,438,2021.07.20
2092,162,438,2022.06.27
2093,194,439,2022.06.08
2094,194,439,2022.06.08
2095,202,439,2022.06.08
2096,254,439,2022.06.08
2097,77,439,2022.06.08
2098,77,439,2022.06.08
2099,70,439,2022.06.08
2100,194,440,2022.05.20
2101,70,440,2021.07.20
2102,70,440,2021.07.20
2103,194,441,2020.09.24
2104,1020,441,2022.01.02
2105,1092,441,2021.12.22
2106,194,442,2021.07.20
2107,194,443,2022.02.03
2108,231,443,2022.02.03
2109,1094,443,2022.03.03
2110,190,443,2022.03.03
2111,294,443,2022.03.03
2112,194,444,2022.06.10
2113,1074,444,2022.06.10
2114,1105,444,2022.07.05
2115,1166,444,2022.06.10
2116,194,445,2022.04.05
2117,194,446,2022.02.17
2118,194,447,2022.04.18
2119,1061,447,2022.04.18
2120,363,447,2022.04.14
2121,194,448,2022.01.24
2122,194,449,2021.01.21
2123,194,450,2022.05.24
2124,194,451,2021.10.20
2125,194,452,2021.01.22
2126,93,452,2021.01.22
2127,77,452,2021.01.22
2128,131,452,2021.01.22
2129,194,453,2022.02.12
2130,194,454,2021.12.24
2131,194,454,2021.09.01
2132,70,454,2022.02.08
2133,70,454,2021.12.24
2134,475,454,2021.07.23
2135,1094,454,2021.12.24
2136,194,455,2022.04.10
2137,194,456,2022.05.24
2138,77,456,2022.05.24
2139,70,456,2022.05.24
2140,194,457,2022.05.04
2141,194,458,2022.05.24
2142,194,459,2022.03.04
2143,194,460,2022.07.28
2144,194,461,2021.07.18
2145,309,461,2021.12.27
2146,309,461,2021.12.27
2147,194,462,2021.01.07
2148,194,463,2022.01.07
2149,194,464,2020.08.11
2150,190,464,2020.08.11
2151,194,465,2021.12.27
2152,1094,465,2021.12.27
2153,190,465,2021.12.27
2154,194,466,2022.04.02
2155,194,467,2022.03.22
2156,194,467,2022.03.14
2157,194,468,2021.12.21
2158,194,469,2022.05.24
2159,77,469,2021.07.02
2160,70,469,2021.12.27
2161,70,469,2021.07.02
2162,1064,469,2021.12.27
2163,1064,469,2021.12.14
2164,194,470,2022.03.12
2165,194,470,2022.03.08
2166,194,471,2020.07.20
2167,77,471,2020.07.20
2168,326,471,2021.05.08
2169,326,471,2021.03.29
2170,255,471,2022.07.24
2171,81,471,2022.07.23
2172,81,471,2021.05.08
2173,194,472,2022.07.03
2174,202,472,2021.01.01
2175,194,473,2022.08.10
2176,194,473,2022.03.12
2177,194,473,2022.03.12
2178,66,473,2022.03.19
2179,194,474,2021.10.27
2180,1111,474,2021.11.15
2181,1094,474,2021.10.27
2182,190,474,2021.10.27
2183,222,474,2021.11.15
2184,194,475,2022.05.18
2185,194,475,2021.05.29
2186,77,475,2022.06.14
2187,77,475,2021.09.09
2188,194,476,2020.08.13
2189,202,476,2021.11.18
2190,77,476,2021.11.18
2191,1094,476,2021.12.22
2192,190,476,2021.11.18
2193,194,477,2022.01.25
2194,77,477,2022.01.25
2195,162,477,2020.07.04
2196,194,478,2022.05.12
2197,81,478,2022.05.12
2198,194,479,2021.12.30
2199,77,479,2021.12.30
2200,194,480,2022.04.11
2201,77,480,2022.05.21
2202,77,480,2022.04.11
2203,70,480,2022.05.21
2204,1124,480,2022.07.19
2205,1111,480,2022.05.21
2206,363,480,2022.07.19
2207,219,480,2022.05.21
2208,220,480,2022.05.21
2209,308,480,2022.07.19
2210,224,480,2022.05.21
2211,194,481,2021.04.28
2212,194,482,2022.02.21
2213,194,482,2021.11.17
2214,194,482,2021.01.12
2215,1007,482,2022.02.01
2216,1049,482,2021.11.18
2217,77,482,2021.01.12
2218,1129,482,2022.01.12
2219,227,482,2021.11.18
2220,227,482,2021.11.17
2221,194,483,2022.05.11
2222,194,484,2021.09.29
2223,81,484,2022.07.08
2224,194,485,2021.01.21
2225,194,486,2020.12.21
2226,76,486,2020.12.21
2227,194,487,2021.09.09
2228,254,487,2021.09.09
2229,194,488,2021.12.30
2230,194,488,2021.12.30
2231,93,488,2021.12.30
2232,1094,488,2021.12.30
2233,194,489,2022.06.10
2234,194,489,2022.02.09
2235,194,489,2021.10.14
2236,148,489,2022.06.10
2237,77,489,2022.06.10
2238,77,489,2022.05.24
2239,70,489,2022.06.06
2240,70,489,2022.03.18
2241,194,490,2022.06.28
2242,202,490,2022.06.28
2243,254,490,2022.06.28
2244,77,490,2022.06.28
2245,81,490,2022.06.28
2246,224,490,2022.06.28
2247,194,491,2022.05.12
2248,77,491,2022.05.12
2249,194,492,2022.07.17
2250,194,493,2022.05.24
2251,194,494,2021.05.05
2252,77,494,2021.05.05
2253,70,494,2021.05.05
2254,190,494,2021.05.05
2255,193,494,2021.05.05
2256,194,495,2021.12.27
2257,194,496,2022.02.27
2258,194,497,2022.03.08
2259,77,497,2022.03.08
2260,1094,497,2022.03.08
2261,194,498,2022.03.23
2262,96,498,2022.03.23
2263,194,499,2022.05.05
2264,194,499,2022.05.05
2265,76,499,2022.05.05
2266,202,499,2020.06.12
2267,254,499,2022.05.05
2268,1054,499,2022.05.05
2269,162,499,2020.03.06
2270,255,499,2020.12.18
2271,66,499,2022.05.05
2272,299,499,2022.05.05
2273,115,499,2020.12.18
2274,1013,499,2022.05.05
2275,1014,499,2022.05.05
2276,81,499,2022.05.05
2277,81,499,2022.05.05
2278,81,499,2022.05.05
2279,81,499,2022.05.05
2280,81,499,2022.05.05
2281,81,499,2022.05.05
2282,81,499,2022.05.05
2283,81,499,2022.05.05
2284,81,499,2022.05.05
2285,1214,499,2022.05.05
2286,1124,499,2022.05.05
2287,1111,499,2022.05.05
2288,363,499,2022.05.05
2289,219,499,2022.05.05
2290,220,499,2022.05.05
2291,222,499,2022.05.05
2292,194,500,2022.03.13
2293,254,500,2022.01.23
2294,77,500,2022.01.25
2295,1098,500,2022.01.23
2296,1064,500,2022.03.07
2297,1064,500,2021.11.17
2298,194,501,2022.03.22
2299,194,502,2021.12.15
2300,194,503,2022.04.02
2301,194,504,2022.08.04
2302,194,505,2022.05.24
2303,194,505,2022.05.17
2304,77,505,2022.06.11
2305,70,505,2022.06.11
2306,70,505,2022.05.17
2307,1216,505,2022.06.11
2308,1216,505,2022.05.17
2309,224,505,2022.06.11
2310,194,506,2022.03.05
2311,194,507,2022.04.01
2312,194,508,2021.01.23
2313,194,509,2021.08.05
2314,77,509,2021.08.05
2315,194,510,2022.06.03
2316,194,511,2021.09.30
2317,358,511,2022.03.14
2318,1016,511,2022.03.14
2319,1013,511,2022.02.04
2320,81,511,2022.03.14
2321,81,511,2022.03.14
2322,1094,511,2022.03.14
2323,194,512,2022.01.23
2324,1170,512,2022.02.21
2325,1054,512,2022.03.20
2326,77,512,2022.01.17
2327,1105,512,2022.07.11
2328,1167,512,2022.01.17
2329,194,513,2021.12.24
2330,77,513,2021.12.24
2331,194,514,2022.03.17
2332,193,514,2021.01.17
2333,298,514,2021.02.09
2334,194,515,2022.02.25
2335,194,516,2022.03.15
2336,194,516,2022.02.28
2337,70,516,2022.03.15
2338,194,517,2022.04.28
2339,326,517,2022.04.28
2340,194,518,2022.05.12
2341,313,519,2022.03.15
2342,93,519,2022.03.15
2343,304,520,2022.06.17
2344,303,520,2022.06.17
2345,76,520,2020.05.17
2346,304,521,2022.01.26
2347,199,521,2022.02.03
2348,148,521,2022.01.26
2349,304,522,2021.09.09
2350,93,522,2022.08.10
2351,324,522,2021.11.20
2352,77,522,2021.11.18
2353,77,522,2021.10.13
2354,89,522,2022.06.27
2355,162,522,2022.08.10
2356,1094,522,2021.11.18
2357,224,522,2022.08.10
2358,304,523,2021.05.23
2359,303,523,2021.05.23
2360,314,523,2021.05.23
2361,304,524,2022.02.11
2362,304,525,2022.05.10
2363,1111,525,2022.05.08
2364,1064,525,2022.05.08
2365,1064,525,2022.05.08
2366,304,526,2022.07.19
2367,70,526,2022.07.19
2368,1092,526,2022.07.19
2369,304,527,2021.02.19
2370,304,528,2021.10.20
2371,89,528,2021.10.20
2372,327,528,2021.11.09
2373,224,528,2021.11.09
2374,304,529,2022.06.15
2375,304,530,2021.08.21
2376,89,530,2021.09.05
2377,304,531,2021.05.26
2378,202,531,2021.10.11
2379,202,531,2021.10.11
2380,202,531,2021.10.11
2381,358,531,2021.10.11
2382,190,531,2021.10.11
2383,294,531,2021.10.11
2384,293,531,2021.11.18
2385,293,531,2021.10.11
2386,304,532,2022.02.11
2387,93,532,2022.02.11
2388,81,532,2022.02.11
2389,304,533,2022.07.02
2390,1094,533,2022.07.02
2391,1094,533,2022.05.12
2392,93,534,2022.04.08
2393,1064,534,2022.04.08
2394,224,534,2022.04.08
2395,93,535,2022.07.05
2396,1214,535,2022.07.05
2397,1214,535,2022.07.05
2398,190,535,2022.07.05
2399,224,535,2022.07.05
2400,93,536,2022.08.04
2401,1167,536,2022.08.04
2402,1224,536,2022.08.04
2403,93,537,2022.04.26
2404,93,538,2022.06.11
2405,93,539,2022.06.05
2406,77,539,2022.06.05
2407,1064,539,2022.06.05
2408,93,540,2022.01.19
2409,202,540,2022.02.01
2410,93,541,2022.07.18
2411,1020,541,2022.07.18
2412,162,541,2022.07.18
2413,93,542,2022.06.25
2414,1054,542,2022.07.15
2415,1216,542,2022.07.10
2416,1216,542,2022.06.25
2417,93,543,2022.05.10
2418,254,543,2022.05.10
2419,81,543,2022.05.02
2420,1064,543,2022.05.10
2421,1061,543,2021.12.27
2422,93,544,2020.11.25
2423,202,544,2020.12.13
2424,125,544,2021.08.23
2425,95,544,2021.08.23
2426,77,544,2021.01.26
2427,224,544,2020.12.13
2428,93,545,2022.07.05
2429,93,546,2021.11.11
2430,281,546,2021.11.11
2431,280,546,2021.11.11
2432,93,547,2021.12.29
2433,93,548,2021.02.06
2434,93,549,2020.04.13
2435,93,550,2022.07.14
2436,202,550,2022.07.14
2437,93,551,2020.12.23
2438,93,552,2022.01.26
2439,93,552,2022.01.26
2440,309,552,2022.03.08
2441,93,553,2022.06.09
2442,93,554,2022.07.21
2443,77,554,2022.07.21
2444,162,554,2022.07.21
2445,70,554,2022.07.21
2446,93,555,2021.10.22
2447,77,555,2021.10.22
2448,93,556,2022.02.22
2449,93,557,2022.07.27
2450,93,558,2022.04.05
2451,231,559,2021.02.10
2452,231,560,2020.12.15
2453,202,560,2021.03.17
2454,231,561,2022.03.15
2455,76,561,2022.03.14
2456,162,561,2022.03.15
2457,231,562,2021.10.02
2458,231,563,2020.07.16
2459,231,564,2022.01.21
2460,231,565,2020.12.28
2461,70,565,2021.09.11
2462,70,565,2021.09.11
2463,190,565,2021.05.29
2464,196,565,2021.05.29
2465,222,565,2022.02.08
2466,199,566,2021.08.08
2467,148,567,2022.06.21
2468,95,567,2022.06.21
2469,148,568,2022.07.06
2470,148,569,2019.12.08
2471,70,569,2019.12.08
2472,148,570,2022.08.09
2473,148,571,2022.06.21
2474,148,572,2022.01.23
2475,148,573,2021.12.16
2476,148,574,2022.03.10
2477,254,574,2022.03.30
2478,148,575,2022.04.23
2479,148,576,2020.01.03
2480,98,576,2020.01.03
2481,148,577,2022.03.23
2482,1020,577,2022.03.23
2483,77,577,2021.07.31
2484,77,577,2021.07.31
2485,70,577,2021.07.31
2486,70,577,2021.07.31
2487,1092,577,2022.03.23
2488,1165,577,2022.03.23
2489,1202,577,2022.03.23
2490,1134,577,2022.03.23
2491,1132,577,2022.03.23
2492,80,577,2022.03.23
2493,82,577,2022.03.23
2494,148,578,2022.05.08
2495,224,578,2022.05.08
2496,148,579,2022.08.10
2497,81,579,2022.08.10
2498,148,580,2022.07.22
2499,148,581,2020.03.20
2500,1049,581,2022.04.29
2501,1049,581,2022.04.18
2502,1092,581,2022.04.29
2503,1092,581,2022.04.16
2504,148,582,2022.05.21
2505,148,583,2022.05.24
2506,202,583,2022.05.24
2507,254,583,2022.05.24
2508,70,583,2022.05.24
2509,81,583,2022.05.24
2510,148,584,2022.08.02
2511,200,585,2021.12.02
2512,200,586,2020.05.28
2513,76,586,2020.11.19
2514,76,586,2020.04.15
2515,202,586,2020.03.24
2516,77,586,2021.09.08
2517,190,586,2020.02.11
2518,193,586,2020.04.09
2519,224,586,2021.09.14
2520,200,587,2022.07.08
2521,70,587,2022.06.29
2522,200,588,2022.03.06
2523,77,588,2022.01.25
2524,200,589,2022.07.08
2525,281,590,2022.06.25
2526,280,590,2022.06.25
2527,281,591,2022.07.10
2528,202,591,2021.10.26
2529,1106,591,2022.07.10
2530,280,591,2022.07.10
2531,1111,591,2022.01.26
2532,281,592,2022.08.02
2533,1214,592,2022.08.02
2534,76,593,2022.05.07
2535,76,594,2021.08.02
2536,77,594,2021.08.02
2537,70,594,2021.08.02
2538,76,595,2021.09.05
2539,76,596,2020.04.14
2540,76,597,2022.05.31
2541,70,597,2021.07.05
2542,70,597,2021.05.04
2543,227,597,2022.02.17
2544,309,597,2021.08.03
2545,76,598,2022.02.19
2546,224,598,2022.01.21
2547,76,599,2021.10.20
2548,76,600,2021.12.18
2549,76,600,2021.12.18
2550,254,600,2021.12.25
2551,66,600,2021.12.25
2552,76,601,2021.02.15
2553,76,602,2021.12.24
2554,202,603,2022.06.15
2555,70,603,2022.06.15
2556,1105,603,2022.06.15
2557,1106,603,2022.06.15
2558,202,604,2022.01.08
2559,1043,604,2022.01.08
2560,202,605,2022.04.21
2561,70,605,2022.04.20
2562,202,606,2022.05.24
2563,77,606,2022.05.24
2564,70,606,2022.05.24
2565,224,606,2022.05.24
2566,202,607,2021.08.28
2567,202,608,2021.09.08
2568,202,609,2021.08.15
2569,202,610,2022.02.19
2570,202,611,2022.01.11
2571,202,612,2022.07.24
2572,254,612,2020.11.07
2573,202,613,2021.12.16
2574,202,613,2021.09.22
2575,77,613,2021.09.22
2576,70,613,2021.12.16
2577,82,613,2021.12.16
2578,224,613,2021.09.22
2579,96,613,2021.12.15
2580,98,613,2021.10.25
2581,202,614,2021.10.21
2582,327,614,2021.10.21
2583,202,615,2021.11.23
2584,1049,615,2021.11.06
2585,324,615,2021.11.06
2586,77,615,2021.11.19
2587,70,615,2021.11.06
2588,81,615,2022.05.18
2589,81,615,2022.04.04
2590,1138,615,2022.05.12
2591,332,615,2022.05.24
2592,332,615,2022.05.18
2593,332,615,2022.05.12
2594,330,615,2022.05.24
2595,330,615,2022.05.12
2596,331,615,2022.05.12
2597,82,615,2022.05.18
2598,224,615,2021.11.19
2599,202,616,2020.12.11
2600,1094,616,2021.11.22
2601,293,616,2020.12.19
2602,193,616,2021.10.26
2603,202,617,2022.07.19
2604,77,617,2022.07.19
2605,202,618,2022.06.27
2606,66,618,2022.06.27
2607,202,619,2022.02.22
2608,70,619,2022.03.04
2609,70,619,2022.02.22
2610,70,619,2022.02.05
2611,1012,619,2022.02.27
2612,1013,619,2022.02.27
2613,1166,619,2022.03.04
2614,202,620,2021.01.25
2615,202,621,2021.09.25
2616,324,621,2021.09.25
2617,77,621,2021.12.06
2618,202,622,2021.12.16
2619,1007,622,2021.12.16
2620,202,623,2021.07.03
2621,115,623,2021.07.03
2622,202,624,2021.11.08
2623,202,625,2021.10.29
2624,1012,625,2021.10.29
2625,202,626,2022.02.15
2626,202,626,2022.01.25
2627,1170,626,2022.02.28
2628,1054,626,2022.01.06
2629,70,626,2021.12.29
2630,202,627,2021.01.08
2631,202,628,2021.12.31
2632,70,628,2022.01.02
2633,202,629,2021.09.30
2634,77,629,2021.09.16
2635,224,629,2021.09.18
2636,202,630,2022.02.09
2637,202,631,2022.02.24
2638,202,632,2021.07.03
2639,202,633,2022.04.11
2640,254,633,2022.04.11
2641,324,633,2021.11.07
2642,1043,633,2022.04.11
2643,1092,633,2022.04.11
2644,1094,633,2021.09.29
2645,190,633,2021.11.07
2646,190,633,2021.09.29
2647,202,634,2021.11.16
2648,193,634,2022.01.23
2649,202,635,2021.03.07
2650,202,636,2021.12.23
2651,202,637,2021.02.08
2652,77,637,2021.09.13
2653,182,637,2021.02.08
2654,181,637,2021.02.05
2655,1167,637,2022.05.24
2656,219,637,2021.09.13
2657,222,637,2021.09.13
2658,202,638,2022.01.21
2659,70,638,2022.01.21
2660,202,639,2022.07.04
2661,202,640,2021.09.22
2662,202,641,2022.03.27
2663,202,642,2022.06.10
2664,202,643,2021.10.18
2665,70,643,2021.10.18
2666,202,644,2021.12.27
2667,70,644,2021.12.27
2668,202,645,2022.02.09
2669,77,645,2022.02.08
2670,202,646,2021.08.18
2671,1094,646,2022.03.20
2672,190,646,2022.03.20
2673,202,647,2022.01.22
2674,202,648,2022.02.15
2675,325,648,2022.02.17
2676,1085,648,2022.02.15
2677,1014,648,2022.02.15
2678,202,649,2021.02.14
2679,202,650,2022.03.11
2680,202,651,2022.01.02
2681,202,651,2021.12.29
2682,202,652,2021.02.01
2683,202,653,2022.03.03
2684,70,653,2022.03.03
2685,1007,654,2022.01.28
2686,1054,654,2022.01.25
2687,1016,654,2022.01.25
2688,326,654,2022.01.25
2689,1167,654,2022.01.25
2690,81,654,2022.01.26
2691,1007,655,2022.05.04
2692,70,655,2022.05.04
2693,1007,656,2022.06.10
2694,1092,656,2022.06.10
2695,1007,657,2022.03.08
2696,125,658,2021.12.06
2697,254,658,2021.12.06
2698,1064,658,2021.12.26
2699,1020,659,2022.03.16
2700,340,660,2021.04.23
2701,224,660,2021.10.04
2702,340,661,2022.01.23
2703,1049,661,2022.01.23
2704,340,662,2022.05.12
2705,224,662,2022.05.12
2706,340,663,2021.11.16
2707,340,664,2021.04.02
2708,340,665,2021.09.24
2709,1049,666,2022.04.21
2710,1049,667,2021.12.20
2711,1049,668,2022.06.27
2712,254,668,2022.06.27
2713,66,668,2022.06.27
2714,1049,669,2022.02.09
2715,1049,670,2021.12.08
2716,1111,670,2021.12.08
2717,1049,671,2022.01.31
2718,70,671,2022.01.31
2719,1049,672,2022.01.25
2720,1049,673,2022.06.28
2721,1054,673,2022.05.24
2722,1214,673,2022.07.03
2723,224,673,2022.06.28
2724,1049,674,2021.12.25
2725,1049,675,2022.02.09
2726,1049,676,2021.11.16
2727,1049,677,2021.10.15
2728,1049,678,2022.02.08
2729,1049,679,2022.05.03
2730,1049,680,2022.07.11
2731,89,680,2022.02.05
2732,81,680,2022.02.05
2733,1049,681,2022.03.27
2734,1049,682,2022.06.27
2735,1049,683,2021.11.24
2736,70,683,2021.09.09
2737,1049,684,2022.01.15
2738,1049,685,2022.01.28
2739,1049,686,2022.06.30
2740,254,687,2022.05.21
2741,254,688,2021.12.14
2742,254,689,2021.10.29
2743,254,690,2022.04.22
2744,280,690,2022.04.22
2745,1094,690,2022.04.19
2746,190,690,2022.04.19
2747,254,691,2022.04.30
2748,254,692,2020.12.14
2749,77,692,2022.08.09
2750,70,692,2020.12.14
2751,254,693,2020.12.17
2752,1054,693,2022.04.30
2753,66,693,2020.12.17
2754,1092,693,2022.04.30
2755,1167,693,2022.07.07
2756,1214,693,2022.07.07
2757,254,694,2022.03.07
2758,254,695,2022.02.18
2759,77,695,2022.02.18
2760,254,696,2022.05.02
2761,70,696,2020.08.22
2762,299,696,2022.07.07
2763,224,696,2022.05.24
2764,254,697,2021.12.14
2765,254,698,2022.05.13
2766,1105,698,2022.05.13
2767,66,698,2022.05.13
2768,299,698,2022.05.13
2769,224,698,2022.05.13
2770,254,699,2022.08.01
2771,254,700,2020.12.21
2772,70,700,2020.12.21
2773,254,701,2021.12.28
2774,254,701,2021.12.28
2775,77,701,2022.01.08
2776,66,701,2021.12.28
2777,299,701,2022.01.08
2778,254,702,2022.05.30
2779,326,702,2022.05.30
2780,332,702,2022.05.30
2781,330,702,2022.05.30
2782,254,703,2022.02.12
2783,254,704,2022.06.17
2784,254,705,2022.07.18
2785,299,705,2022.07.18
2786,1214,705,2022.07.06
2787,1136,705,2022.07.06
2788,1064,705,2022.07.06
2789,196,705,2022.07.18
2790,82,705,2022.07.18
2791,254,706,2021.12.04
2792,1170,707,2022.03.15
2793,1170,708,2022.06.30
2794,1170,709,2022.06.03
2795,95,709,2022.06.03
2796,95,709,2022.06.01
2797,95,710,2022.05.02
2798,280,710,2022.05.02
2799,95,711,2020.04.23
2800,95,712,2022.06.22
2801,1092,712,2022.06.22
2802,81,712,2022.06.22
2803,95,713,2021.12.19
2804,243,714,2020.12.19
2805,190,714,2021.01.15
2806,293,714,2021.01.15
2807,193,714,2020.12.30
2808,243,715,2022.07.15
2809,244,715,2022.07.15
2810,190,715,2022.07.15
2811,243,716,2020.08.08
2812,77,716,2020.11.03
2813,244,717,2020.09.23
2814,96,717,2020.09.23
2815,1113,718,2022.02.09
2816,1113,719,2022.06.29
2817,1113,720,2022.04.19
2818,1013,720,2022.05.23
2819,1113,721,2022.08.09
2820,1113,722,2022.03.22
2821,1113,723,2022.04.25
2822,1113,724,2022.06.23
2823,357,725,2021.09.14
2824,358,726,2021.10.24
2825,358,727,2022.01.21
2826,77,727,2022.01.17
2827,162,727,2021.09.22
2828,345,728,2022.01.21
2829,324,728,2022.01.21
2830,81,728,2022.01.28
2831,1061,728,2022.01.28
2832,345,729,2022.03.16
2833,1054,729,2022.05.02
2834,1190,729,2022.03.17
2835,1094,729,2021.12.08
2836,345,730,2022.03.04
2837,77,730,2022.03.04
2838,1167,730,2022.03.03
2839,1196,730,2022.03.03
2840,345,731,2022.07.12
2841,325,731,2022.07.12
2842,1105,731,2022.07.12
2843,324,732,2021.10.31
2844,70,732,2021.09.09
2845,324,733,2022.01.01
2846,1167,733,2022.01.16
2847,324,734,2021.05.06
2848,324,734,2021.05.06
2849,324,735,2021.07.29
2850,1016,735,2021.07.29
2851,326,735,2021.10.07
2852,1014,735,2021.08.11
2853,324,736,2021.04.02
2854,324,737,2021.06.21
2855,324,738,2022.01.05
2856,1012,738,2022.01.05
2857,1107,739,2021.11.07
2858,1065,739,2021.11.10
2859,1107,740,2021.12.10
2860,182,740,2021.12.23
2861,255,740,2021.12.23
2862,82,740,2021.12.13
2863,1107,741,2022.05.26
2864,1107,742,2022.04.17
2865,190,742,2022.04.04
2866,1043,743,2022.01.18
2867,77,743,2022.01.09
2868,1085,743,2022.01.09
2869,222,743,2021.09.13
2870,1043,744,2022.01.15
2871,1092,744,2022.01.15
2872,1094,744,2022.01.15
2873,309,744,2022.01.15
2874,1043,745,2022.07.29
2875,1054,746,2022.04.21
2876,70,746,2022.04.21
2877,1054,747,2022.05.11
2878,1085,747,2022.05.11
2879,1092,747,2022.05.11
2880,1054,748,2022.08.02
2881,1054,749,2022.03.08
2882,1054,750,2022.05.03
2883,1106,750,2022.05.03
2884,1054,751,2021.11.30
2885,182,751,2021.11.30
2886,1054,752,2022.04.10
2887,1054,753,2022.05.24
2888,1054,754,2021.10.29
2889,326,754,2021.10.29
2890,1054,755,2022.03.15
2891,326,755,2022.03.15
2892,1054,756,2022.07.25
2893,1064,756,2022.07.25
2894,1054,757,2022.03.07
2895,1054,758,2022.08.08
2896,70,758,2022.08.08
2897,1092,758,2022.08.08
2898,81,758,2022.08.08
2899,81,758,2022.08.08
2900,1054,759,2022.02.04
2901,1167,759,2022.02.04
2902,1054,760,2021.10.26
2903,77,761,2022.06.23
2904,77,762,2021.12.21
2905,77,763,2022.01.11
2906,70,763,2022.01.11
2907,77,764,2022.06.20
2908,77,764,2022.02.28
2909,77,765,2022.02.09
2910,70,765,2022.02.09
2911,77,766,2022.03.18
2912,77,767,2022.07.21
2913,70,767,2022.07.21
2914,77,768,2022.05.22
2915,327,768,2021.12.23
2916,1085,768,2022.05.22
2917,70,768,2022.05.22
2918,1092,768,2022.05.22
2919,224,768,2021.12.23
2920,77,769,2021.03.15
2921,70,769,2021.03.15
2922,77,770,2021.07.09
2923,77,771,2021.11.16
2924,77,772,2021.09.20
2925,77,773,2020.09.23
2926,77,774,2021.09.09
2927,1060,774,2021.09.10
2928,77,775,2022.07.14
2929,77,775,2022.07.14
2930,77,775,2021.11.05
2931,77,775,2021.11.05
2932,1110,775,2022.01.22
2933,90,775,2020.06.25
2934,89,775,2022.01.06
2935,162,775,2020.06.25
2936,1016,775,2022.01.22
2937,255,775,2022.01.06
2938,1092,775,2022.01.22
2939,1094,775,2022.01.22
2940,77,776,2021.12.09
2941,77,777,2021.10.20
2942,77,778,2022.07.27
2943,77,779,2021.11.10
2944,77,780,2021.05.06
2945,190,780,2021.05.06
2946,113,780,2021.06.13
2947,77,781,2021.12.04
2948,77,782,2022.01.18
2949,70,782,2022.01.18
2950,77,783,2022.04.19
2951,77,784,2021.11.13
2952,77,785,2022.07.02
2953,77,785,2021.07.20
2954,66,785,2021.02.10
2955,66,785,2020.07.18
2956,77,786,2022.06.18
2957,77,787,2022.06.22
2958,77,788,2021.01.23
2959,70,788,2021.01.23
2960,294,788,2021.01.23
2961,77,789,2021.08.09
2962,77,790,2021.10.14
2963,77,791,2021.12.20
2964,77,791,2021.12.20
2965,77,791,2021.12.20
2966,77,792,2022.05.05
2967,77,793,2022.05.06
2968,1092,793,2022.05.06
2969,1136,793,2022.05.06
2970,1094,793,2022.05.06
2971,294,793,2022.05.06
2972,193,793,2022.05.06
2973,77,794,2020.12.24
2974,77,795,2021.03.31
2975,77,796,2021.07.27
2976,77,796,2021.07.27
2977,70,796,2022.03.13
2978,66,796,2021.08.03
2979,1098,796,2022.01.02
2980,1064,796,2021.10.21
2981,309,796,2021.08.03
2982,77,797,2021.01.29
2983,77,798,2020.04.04
2984,77,799,2020.08.20
2985,70,799,2020.08.20
2986,77,800,2022.08.06
2987,77,801,2022.07.15
2988,1214,801,2022.07.15
2989,1064,801,2022.07.19
2990,77,802,2022.05.05
2991,70,802,2022.05.05
2992,224,802,2022.05.05
2993,77,803,2022.04.04
2994,77,804,2021.12.28
2995,224,804,2021.12.28
2996,77,805,2022.01.26
2997,77,806,2021.09.15
2998,224,806,2021.09.13
2999,77,807,2021.09.14
3000,77,808,2022.01.24
3001,77,809,2020.10.17
3002,77,810,2022.01.24
3003,299,810,2022.01.24
3004,77,811,2020.07.06
3005,77,812,2021.09.14
3006,224,812,2021.09.14
3007,77,813,2022.01.04
3008,70,813,2022.01.04
3009,1167,813,2022.02.11
3010,77,814,2022.06.30
3011,327,814,2022.06.30
3012,70,814,2022.06.30
3013,224,814,2022.06.30
3014,77,815,2021.10.03
