c_id,c_name,id,alname,al_star,date
283,김*철,1064,"동백꽃, 제주",3.5,2022.05.17
284,김*태,320,나루 생 막걸리 11.5%,5,2022.07.25
284,김*태,133,담은,5,2022.07.25
284,김*태,133,담은,4.5,2022.05.10
284,김*태,133,담은,4,2022.01.15
284,김*태,275,문삼이공 잣,4,2022.01.15
284,김*태,282,문삼이공 탁주,4,2022.01.15
284,김*태,135,복순도가 손 막걸리,4,2022.01.15
284,김*태,198,술공방 9.0,5,2022.07.05
284,김*태,198,술공방 9.0,5,2022.07.05
284,김*태,198,술공방 9.0,5,2022.07.05
284,김*태,240,오산 막걸리,5,2022.07.05
284,김*태,194,고흥 유자주 8%,5,2022.07.05
284,김*태,249,문배술 2병 헤리티지 선물세트,4,2022.07.05
284,김*태,1049,금설,4.5,2022.05.12
284,김*태,95,담솔,5,2022.07.25
284,김*태,243,독산 30%,5,2022.07.05
284,김*태,244,독산 53%,5,2022.07.05
284,김*태,77,매실원주,4,2022.01.15
284,김*태,162,문배술 40%,5,2022.07.05
284,김*태,326,밀담 40%,4,2022.07.05
284,김*태,255,부자진,5,2022.07.25
284,김*태,255,부자진,5,2022.07.25
284,김*태,70,서울의 밤,3.5,2022.01.15
284,김*태,81,추사 40%,5,2022.07.25
284,김*태,1098,부안 해풍 오디주,5,2022.02.22
284,김*태,1098,부안 해풍 오디주,2,2022.01.15
284,김*태,1062,시나브로 캠벨 스위트,5,2022.02.22
284,김*태,1062,시나브로 캠벨 스위트,5,2022.02.22
284,김*태,110,애피소드 상그리아,5,2022.07.05
285,김*평,77,매실원주,4.5,2021.10.20
286,김*하,310,담화탁주,5,2021.03.01
286,김*하,304,능이주,5,2021.05.23
286,김*하,303,송이주,5,2021.05.23
286,김*하,314,화주,5,2021.05.23
287,김*한,240,오산 막걸리,5,2021.01.21
287,김*한,202,겨울소주 25%,5,2020.12.11
287,김*한,1094,고도리 샤인머스캣 와인 (망고포도),5,2021.11.22
287,김*한,293,고도리 체리 와인,5,2020.12.19
287,김*한,193,고도리 화이트 와인 (스위트),5,2021.10.26
288,김*해,231,삼양춘 청주,5,2022.03.15
288,김*해,76,홍삼명주,4.5,2022.03.14
288,김*해,162,문배술 40%,5,2022.03.15
289,김*혁,133,담은,5,2021.12.08
290,김*현,1147,보일러 틀어놨어,5,2021.12.28
290,김*현,141,구름을 벗삼아,4.5,2021.07.24
290,김*현,141,구름을 벗삼아,5,2021.05.01
290,김*현,133,담은,3.5,2022.01.19
290,김*현,133,담은,4,2022.01.19
290,김*현,133,담은,5,2021.05.20
290,김*현,133,담은,5,2021.04.01
290,김*현,133,담은,5,2021.01.21
290,김*현,275,문삼이공 잣,5,2021.01.05
290,김*현,318,배꽃 필 무렵 잣잎,4.5,2021.09.11
290,김*현,198,술공방 9.0,3.5,2022.03.01
290,김*현,278,시향가,5,2021.03.11
290,김*현,240,오산 막걸리,5,2021.07.16
290,김*현,144,백년향,4,2019.12.15
290,김*현,208,세종대왕어주 약주,5,2020.10.14
290,김*현,257,토박이 한산 소곡주,5,2022.01.27
290,김*현,257,토박이 한산 소곡주,5,2021.09.09
290,김*현,194,고흥 유자주 8%,5,2022.01.19
290,김*현,304,능이주,4.5,2022.05.23
290,김*현,303,송이주,4.5,2022.05.23
290,김*현,93,솔송주,4.5,2022.05.23
290,김*현,148,우렁이쌀 청주,4.5,2022.05.23
290,김*현,200,구기홍주,4,2020.01.30
290,김*현,202,겨울소주 25%,5,2021.03.11
290,김*현,202,겨울소주 25%,4,2021.01.05
290,김*현,254,꿀샘16,5,2022.02.24
290,김*현,95,담솔,4.5,2021.09.11
290,김*현,77,매실원주,4.5,2022.02.24
290,김*현,77,매실원주,5,2022.01.23
290,김*현,77,매실원주,4,2021.11.24
290,김*현,162,문배술 40%,5,2020.09.01
290,김*현,162,문배술 40%,5,2019.12.15
290,김*현,299,술샘19,5,2021.01.05
290,김*현,1165,여유 40%,5,2022.02.16
290,김*현,115,이도 22%,5,2020.12.31
290,김*현,81,추사 40%,5,2022.05.02
290,김*현,1098,부안 해풍 오디주,5,2022.03.27
290,김*현,190,고도리 복숭아 와인,5,2022.01.27
290,김*현,220,스윗마마,5,2020.05.09
290,김*현,224,혼디주,4.5,2022.05.08
291,김*형,133,담은,4.5,2022.06.01
291,김*형,133,담은,5,2021.08.15
291,김*형,275,문삼이공 잣,4.5,2021.07.25
291,김*형,346,설하담,5,2021.07.22
291,김*형,147,술아 국화주,5,2022.07.06
291,김*형,103,술아 매화주,5,2021.08.14
291,김*형,111,술아 순곡주,5,2021.08.15
291,김*형,105,술아 연화주,5,2021.08.14
291,김*형,225,경성 과하주,5,2021.08.15
291,김*형,303,송이주,5,2022.01.25
291,김*형,281,제주 몬순 커피주,5,2021.08.06
291,김*형,202,겨울소주 25%,4,2021.12.15
291,김*형,1049,금설,5,2022.01.25
291,김*형,1049,금설,5,2021.08.05
291,김*형,1107,막시모,5,2022.05.21
291,김*형,1107,막시모,5,2022.04.22
291,김*형,1107,막시모,5,2022.01.25
291,김*형,1107,막시모,5,2022.01.25
291,김*형,1107,막시모,5,2022.01.25
291,김*형,327,미상 25%,4.5,2021.12.15
291,김*형,335,안동소주 일품 40%,5,2021.08.05
291,김*형,1092,안동소주 일품 40% 골드,5,2022.01.25
291,김*형,276,왕율주 33%,1.5,2022.05.02
291,김*형,280,커피냑,5,2022.01.25
291,김*형,280,커피냑,5,2021.08.07
291,김*형,309,시나브로 에뚜왈 화이트 스파클링 와인,4,2021.07.14
291,김*형,224,혼디주,4.5,2021.12.15
292,김*혜,257,토박이 한산 소곡주,4.5,2021.09.10
292,김*혜,257,토박이 한산 소곡주,4.5,2021.09.10
293,김*호,135,복순도가 손 막걸리,4,2020.10.16
293,김*호,124,괴산 세종 찰옥수수,5,2020.03.25
293,김*호,254,꿀샘16,5,2020.12.17
293,김*호,1054,만월 40%,4.5,2022.04.30
293,김*호,66,술샘16,5,2020.12.17
293,김*호,1092,안동소주 일품 40% 골드,5,2022.04.30
293,김*호,1167,진도 아리랑 홍주 40%,5,2022.07.07
293,김*호,1214,"유채꽃, 제주",5,2022.07.07
293,김*호,277,애플사이더 헤베,3.5,2021.09.07
294,김*화,306,대왕 산삼 생 막걸리,5,2022.01.21
294,김*화,306,대왕 산삼 생 막걸리,5,2021.05.05
294,김*화,198,술공방 9.0,5,2022.01.21
294,김*화,198,술공방 9.0,5,2021.05.05
294,김*화,153,붉은 원숭이,5,2021.05.05
294,김*화,77,매실원주,5,2021.11.04
294,김*화,70,서울의 밤,5,2021.10.28
295,김*환,257,토박이 한산 소곡주,5,2021.09.27
295,김*환,202,겨울소주 25%,4,2020.09.20
295,김*환,77,매실원주,5,2022.04.20
295,김*환,1064,"동백꽃, 제주",5,2022.04.20
296,김*황,1203,매화깊은밤,5,2022.05.20
296,김*황,1169,청비성,4.5,2022.05.20
297,김*회,148,우렁이쌀 청주,5,2019.12.08
297,김*회,70,서울의 밤,5,2019.12.08
298,김*효,222,요새로제,5,2022.03.15
299,김*후,1051,궁중술 왕주,5,2021.12.08
299,김*후,1050,한청,4.5,2021.12.08
300,김*훈,135,복순도가 손 막걸리,5,2022.01.10
300,김*훈,72,삼양춘 탁주,4.5,2022.01.11
300,김*훈,346,설하담,4.5,2022.01.11
300,김*훈,1050,한청,5,2021.10.15
300,김*훈,257,토박이 한산 소곡주,5,2022.03.04
300,김*훈,1065,모리,5,2021.09.24
300,김*훈,162,문배술 40%,5,2020.05.04
300,김*훈,70,서울의 밤,5,2021.09.19
300,김*훈,309,시나브로 에뚜왈 화이트 스파클링 와인,4,2021.02.07
301,김*휘,1050,한청,5,2022.07.01
301,김*휘,100,오미로제 프리미어,4,2020.09.22
302,김*희,133,담은,5,2022.01.04
302,김*희,133,담은,5,2021.09.06
302,김*희,133,담은,5,2021.03.24
302,김*희,346,설하담,5,2021.09.12
302,김*희,194,고흥 유자주 8%,5,2021.10.26
302,김*희,303,송이주,5,2021.10.26
302,김*희,148,우렁이쌀 청주,5,2021.12.29
302,김*희,202,겨울소주 25%,5,2021.02.15
302,김*희,77,매실원주,5,2021.10.04
302,김*희,70,서울의 밤,5,2022.01.12
302,김*희,276,왕율주 33%,1,2021.02.06
302,김*희,276,왕율주 33%,5,2021.12.29
302,김*희,331,264 청포도 와인 절정 (Medium Dry),5,2021.11.24
303,김깨뿡,340,금산인삼주 수삼 23%,5,2022.01.23
303,김깨뿡,1049,금설,5,2022.01.23
304,김메리,1093,백련 미스티 살균 막걸리,5,2022.07.14
304,김메리,1093,백련 미스티 살균 막걸리,5,2022.07.07
304,김메리,153,붉은 원숭이,5,2022.07.14
304,김메리,153,붉은 원숭이,5,2022.07.07
305,김미지,227,진맥소주 40%,5,2021.10.22
306,김은진토닉사랑햄,77,매실원주,5,2022.07.27
307,김지영,1113,두레앙 일반증류주 35%,5,2022.04.19
307,김지영,1013,이도 32%,5,2022.05.23
308,김찬용,66,술샘16,0.5,2022.06.26
308,김찬용,224,혼디주,1,2022.06.26
309,김필균,1054,만월 40%,5,2022.05.03
309,김필균,1106,솔섬 25%,3,2022.05.03
310,깔깔마녀,194,고흥 유자주 8%,5,2022.06.30
310,깔깔마녀,224,혼디주,5,2022.06.30
311,깨언니,77,매실원주,5,2021.11.10
312,깽판쟁이,194,고흥 유자주 8%,5,2022.04.23
312,깽판쟁이,1136,샤토미소 웨딩 자두와인,5,2022.04.23
312,깽판쟁이,1094,고도리 샤인머스캣 와인 (망고포도),4.5,2022.04.23
312,깽판쟁이,190,고도리 복숭아 와인,5,2022.04.23
313,꺼삐딴리,1150,샤토미소 애플 와인,5,2022.07.03
313,꺼삐딴리,120,세인트하우스 가시오가피 와인,5,2022.07.03
314,께께,1094,고도리 샤인머스캣 와인 (망고포도),5,2022.05.24
315,꼬꼬매직,1092,안동소주 일품 40% 골드,5,2022.07.13
316,꼬모리,197,단상지교,5,2022.02.02
317,꼬질이,133,담은,5,2022.01.15
318,꼰스,70,서울의 밤,4.5,2022.05.22
318,꼰스,1064,"동백꽃, 제주",4.5,2022.05.07
319,꽁냥,1094,고도리 샤인머스캣 와인 (망고포도),4,2021.12.17
319,꽁냥,1094,고도리 샤인머스캣 와인 (망고포도),5,2021.12.13
319,꽁냥,190,고도리 복숭아 와인,4,2021.12.17
319,꽁냥,294,고도리 자두 와인,4,2021.12.17
319,꽁냥,80,추사 블루 스위트,4,2021.12.17
319,꽁냥,82,추사 애플 와인,4,2021.12.17
320,꾸꾸2,1102,지란지교 무화과 탁주,5,2022.08.07
320,꾸꾸2,90,문경바람 백자 40%,5,2022.08.10
320,꾸꾸2,89,문경바람 오크 40%,5,2022.08.10
320,꾸꾸2,1124,치키피치,5,2022.08.07
320,꾸꾸2,363,루드베리,4.5,2022.08.07
320,꾸꾸2,222,요새로제,4.5,2022.08.07
321,끄악,1094,고도리 샤인머스캣 와인 (망고포도),5,2021.10.21
322,끼융,194,고흥 유자주 8%,5,2022.04.03
323,나*서,135,복순도가 손 막걸리,5,2022.05.02
324,나*정,226,복단지,5,2020.10.14
324,나*정,147,술아 국화주,5,2020.10.14
325,나*준,1096,냥이탁주 9%,5,2022.01.20
325,나*준,310,담화탁주,5,2022.01.20
326,나나,1094,고도리 샤인머스캣 와인 (망고포도),5,2021.12.08
327,나나나나,130,니모메,5,2022.04.20
327,나나나나,130,니모메,5,2022.04.20
327,나나나나,331,264 청포도 와인 절정 (Medium Dry),5,2022.04.20
327,나나나나,331,264 청포도 와인 절정 (Medium Dry),5,2022.04.20
327,나나나나,331,264 청포도 와인 절정 (Medium Dry),5,2022.04.20
328,나님,1092,안동소주 일품 40% 골드,4.5,2022.05.13
329,나의이야기,80,추사 블루 스위트,5,2021.12.23
330,낙성,283,문삼이공 약주,5,2022.01.22
331,낙신부,257,토박이 한산 소곡주,5,2022.01.12
332,낙지13,1064,"동백꽃, 제주",5,2022.08.06
333,날날,1094,고도리 샤인머스캣 와인 (망고포도),5,2022.06.20
334,남*미,257,토박이 한산 소곡주,4.5,2022.05.21
335,남*성,1050,한청,4.5,2022.03.16
335,남*성,243,독산 30%,4.5,2021.07.27
335,남*성,333,안동소주 일품 17%,4.5,2022.07.14
335,남*성,334,안동소주 일품 21%,5,2022.07.14
335,남*성,334,안동소주 일품 21%,5,2022.07.14
335,남*성,335,안동소주 일품 40%,5,2022.07.14
336,남*숙,141,구름을 벗삼아,5,2022.01.20
336,남*숙,141,구름을 벗삼아,5,2022.01.20
336,남*숙,257,토박이 한산 소곡주,4.5,2022.01.20
336,남*숙,1092,안동소주 일품 40% 골드,5,2022.01.20
337,남*우,70,서울의 밤,5,2022.05.20
338,남*웅,1092,안동소주 일품 40% 골드,5,2022.07.28
339,남*원,190,고도리 복숭아 와인,5,2020.03.20
340,남*자,64,면천 두견주,5,2021.07.01
341,남*정,224,혼디주,5,2020.07.17
342,남*진,70,서울의 밤,5,2020.09.05
343,남*혜,77,매실원주,4,2021.05.06
343,남*혜,190,고도리 복숭아 와인,5,2021.05.06
343,남*혜,113,한스오차드 애플,5,2021.06.13
344,남*홍,133,담은,5,2021.11.11
345,남*화,240,오산 막걸리,4.5,2021.09.01
346,남극곰콜라,1111,신애유자,5,2022.08.01
347,낭만에대하여,194,고흥 유자주 8%,4,2022.04.05
348,냠냠냠냠,133,담은,4,2022.06.17
349,너를담아봄,1136,샤토미소 웨딩 자두와인,4,2021.12.23
350,노**래,135,복순도가 손 막걸리,5,2021.04.25
350,노**래,75,술취한 원숭이,3,2020.07.11
350,노**래,241,오매백주,5,2020.12.27
350,노**래,240,오산 막걸리,5,2020.07.18
350,노**래,243,독산 30%,5,2020.12.19
350,노**래,190,고도리 복숭아 와인,5,2021.01.15
350,노**래,293,고도리 체리 와인,4,2021.01.15
350,노**래,193,고도리 화이트 와인 (스위트),5,2020.12.30
351,노*주,310,담화탁주,3,2021.01.10
353,노*철,153,붉은 원숭이,5,2022.05.24
353,노*철,1111,신애유자,5,2022.05.24
353,노*철,219,댄싱파파,5,2022.05.24
354,노*형,277,애플사이더 헤베,4,2021.05.25
355,노*혜,1169,청비성,5,2022.05.02
355,노*혜,80,추사 블루 스위트,5,2021.09.01
356,노로로,1167,진도 아리랑 홍주 40%,4,2022.04.29
357,노마드,1093,백련 미스티 살균 막걸리,2.5,2022.07.06
357,노마드,1093,백련 미스티 살균 막걸리,2.5,2022.07.06
357,노마드,153,붉은 원숭이,3.5,2022.07.06
357,노마드,1217,오메기술 13%,2.5,2022.07.06
357,노마드,1217,오메기술 13%,2.5,2022.07.06
357,노마드,1051,궁중술 왕주,4.5,2022.07.06
357,노마드,1051,궁중술 왕주,4.5,2022.07.06
357,노마드,1051,궁중술 왕주,4.5,2022.07.06
357,노마드,1051,궁중술 왕주,4.5,2022.06.14
357,노마드,304,능이주,3.5,2022.07.06
357,노마드,93,솔송주,4.5,2022.07.06
357,노마드,93,솔송주,4.5,2022.06.14
357,노마드,281,제주 몬순 커피주,4.5,2022.07.06
357,노마드,281,제주 몬순 커피주,4.5,2022.07.06
357,노마드,254,꿀샘16,4.5,2022.07.06
357,노마드,95,담솔,3.5,2022.07.06
357,노마드,1043,만월 24%,4.5,2022.07.06
357,노마드,77,매실원주,4.5,2022.07.06
357,노마드,77,매실원주,4.5,2022.07.06
357,노마드,77,매실원주,3.5,2022.07.06
357,노마드,1105,솔섬 17%,3.5,2022.07.06
357,노마드,66,술샘16,4.5,2022.07.06
357,노마드,299,술샘19,4.5,2022.07.06
357,노마드,1216,안동 국화주 32%,4.5,2022.07.06
357,노마드,1064,"동백꽃, 제주",4.5,2022.07.06
357,노마드,1064,"동백꽃, 제주",4.5,2022.07.06
357,노마드,1064,"동백꽃, 제주",4.5,2022.06.14
357,노마드,224,혼디주,2.5,2022.07.06
358,눈누난나쏭,1094,고도리 샤인머스캣 와인 (망고포도),5,2022.06.08
359,뉴옙인,153,붉은 원숭이,4,2022.07.22
359,뉴옙인,77,매실원주,5,2022.07.22
360,느와르,141,구름을 벗삼아,4,2022.03.05
360,느와르,141,구름을 벗삼아,4,2022.02.17
360,느와르,141,구름을 벗삼아,4,2022.02.08
361,늘보리,249,문배술 2병 헤리티지 선물세트,5,2021.12.13
362,니가아는그입술달아,133,담은,5,2022.07.16
362,니가아는그입술달아,1187,서설,4,2022.07.06
362,니가아는그입술달아,194,고흥 유자주 8%,5,2022.07.07
363,니슈워더,194,고흥 유자주 8%,5,2022.02.18
364,달고나파파,1164,하얀 까마귀,4,2022.05.31
364,달고나파파,153,붉은 원숭이,2.5,2022.05.31
364,달고나파파,153,붉은 원숭이,4,2022.05.26
364,달고나파파,130,니모메,4,2022.05.26
364,달고나파파,81,추사 40%,3.5,2022.05.26
365,달콤도레미,75,술취한 원숭이,5,2022.07.13
366,달콤쌉싸름,1092,안동소주 일품 40% 골드,5,2022.06.16
366,달콤쌉싸름,81,추사 40%,4.5,2022.05.24
367,담뱃불,148,우렁이쌀 청주,5,2022.08.09
368,담화맨,1147,보일러 틀어놨어,5,2022.02.17
368,담화맨,1072,벗이랑 홍국,5,2021.12.08
368,담화맨,362,별산 막걸리,5,2021.12.08
368,담화맨,133,담은,5,2021.12.08
368,담화맨,133,담은,5,2021.12.08
368,담화맨,133,담은,5,2021.12.08
368,담화맨,133,담은,5,2021.12.08
368,담화맨,133,담은,5,2020.06.11
368,담화맨,140,문희,5,2021.12.08
368,담화맨,318,배꽃 필 무렵 잣잎,5,2021.12.08
368,담화맨,135,복순도가 손 막걸리,5,2021.12.08
368,담화맨,135,복순도가 손 막걸리,4.5,2021.12.08
368,담화맨,135,복순도가 손 막걸리,4.5,2021.12.08
368,담화맨,135,복순도가 손 막걸리,5,2021.12.08
368,담화맨,135,복순도가 손 막걸리,5,2021.01.05
368,담화맨,135,복순도가 손 막걸리,5,2020.06.29
368,담화맨,75,술취한 원숭이,5,2021.12.08
368,담화맨,86,천비향 탁주,5,2021.01.05
368,담화맨,310,담화탁주,5,2021.12.08
368,담화맨,310,담화탁주,5,2021.12.08
368,담화맨,310,담화탁주,5,2021.12.08
368,담화맨,310,담화탁주,5,2021.12.08
368,담화맨,310,담화탁주,5,2021.01.05
368,담화맨,139,오미자 생 막걸리,5,2021.12.08
368,담화맨,128,펀치 쌀 바나나,5,2020.06.11
368,담화맨,65,감사,5,2021.03.18
368,담화맨,226,복단지,5,2021.12.08
368,담화맨,226,복단지,5,2021.01.05
368,담화맨,116,청명주 약주 17%,5,2021.01.05
368,담화맨,350,동몽,5,2021.11.15
368,담화맨,350,동몽,5,2021.10.29
368,담화맨,194,고흥 유자주 8%,5,2021.12.08
368,담화맨,231,삼양춘 청주,5,2021.01.05
368,담화맨,148,우렁이쌀 청주,5,2021.12.08
368,담화맨,148,우렁이쌀 청주,5,2021.12.08
368,담화맨,148,우렁이쌀 청주,5,2021.12.08
368,담화맨,148,우렁이쌀 청주,5,2021.07.20
368,담화맨,254,꿀샘16,5,2022.06.06
368,담화맨,254,꿀샘16,5,2021.12.08
368,담화맨,254,꿀샘16,5,2021.12.08
368,담화맨,244,독산 53%,5,2021.12.08
368,담화맨,345,려 증류소주 25%,5,2021.12.08
368,담화맨,77,매실원주,5,2021.12.08
368,담화맨,162,문배술 40%,5,2021.12.08
368,담화맨,325,밀담 24%,5,2021.12.08
368,담화맨,326,밀담 40%,5,2021.12.08
368,담화맨,326,밀담 40%,5,2021.03.18
368,담화맨,70,서울의 밤,5,2021.12.08
368,담화맨,66,술샘16,5,2021.12.08
368,담화맨,66,술샘16,5,2020.11.28
368,담화맨,227,진맥소주 40%,5,2021.07.26
368,담화맨,81,추사 40%,5,2022.06.06
368,담화맨,81,추사 40%,5,2021.12.08
368,담화맨,81,추사 40%,5,2021.12.08
368,담화맨,81,추사 40%,5,2021.12.08
368,담화맨,81,추사 40%,5,2021.12.08
368,담화맨,81,추사 40%,5,2021.12.08
368,담화맨,81,추사 40%,5,2021.07.26
368,담화맨,81,추사 40%,5,2021.07.26
368,담화맨,81,추사 40%,5,2021.01.05
368,담화맨,253,오미로제 연,5,2021.12.08
368,담화맨,253,오미로제 연,5,2021.12.08
368,담화맨,253,오미로제 연,5,2021.12.08
368,담화맨,253,오미로제 연,5,2021.12.08
368,담화맨,253,오미로제 연,5,2021.12.08
368,담화맨,253,오미로제 연,5,2021.12.08
368,담화맨,253,오미로제 연,5,2021.12.08
368,담화맨,253,오미로제 연,5,2021.12.08
368,담화맨,253,오미로제 연,5,2021.12.08
368,담화맨,253,오미로제 연,5,2021.02.02
368,담화맨,352,금이산 복숭아 와인,5,2021.08.03
368,담화맨,220,스윗마마,5,2021.12.08
368,담화맨,220,스윗마마,5,2021.12.08
368,담화맨,100,오미로제 프리미어,5,2021.12.08
368,담화맨,100,오미로제 프리미어,5,2021.12.08
368,담화맨,222,요새로제,5,2021.12.08
368,담화맨,80,추사 블루 스위트,5,2020.09.11
368,담화맨,82,추사 애플 와인,5,2021.12.08
368,담화맨,224,혼디주,5,2022.06.06
368,담화맨,224,혼디주,5,2021.12.08
368,담화맨,224,혼디주,5,2021.12.08
369,담화지니,66,술샘16,5,2022.04.19
369,담화지니,1012,이도 25%,5,2022.04.19
370,당무,81,추사 40%,5,2022.07.14
371,대곡집사,1142,동래아들,5,2022.07.05
371,대곡집사,133,담은,5,2022.06.11
371,대곡집사,1214,"유채꽃, 제주",5,2022.06.15
371,대곡집사,294,고도리 자두 와인,5,2022.07.03
372,대박오복,70,서울의 밤,5,2022.02.18
373,대전마담,1147,보일러 틀어놨어,5,2022.01.13
373,대전마담,151,삼양춘 약주,5,2022.01.13
373,대전마담,194,고흥 유자주 8%,5,2021.12.22
373,대전마담,231,삼양춘 청주,5,2022.01.13
373,대전마담,89,문경바람 오크 40%,5,2021.12.22
373,대전마담,1136,샤토미소 웨딩 자두와인,5,2022.01.13
374,덕마니,1189,얼떨결에 퍼플,5,2022.03.22
374,덕마니,1177,운암 1945,5,2022.03.22
375,덩어리,1051,궁중술 왕주,5,2022.07.01
375,덩어리,93,솔송주,4.5,2022.07.01
375,덩어리,254,꿀샘16,4.5,2022.07.01
375,덩어리,1085,밀담 52%,5,2022.07.01
376,데이나,1094,고도리 샤인머스캣 와인 (망고포도),5,2022.01.23
377,델토라,135,복순도가 손 막걸리,5,2020.05.21
378,도*연,231,삼양춘 청주,4.5,2021.10.02
379,도롱이,190,고도리 복숭아 와인,5,2022.04.27
380,도마추노,81,추사 40%,3,2022.01.21
381,도미도미,133,담은,5,2021.10.10
381,도미도미,257,토박이 한산 소곡주,5,2021.10.10
381,도미도미,352,금이산 복숭아 와인,5,2021.10.10
381,도미도미,352,금이산 복숭아 와인,5,2021.09.15
381,도미도미,193,고도리 화이트 와인 (스위트),5,2021.10.10
382,독주공방,1020,고소리술 40%,5,2022.03.16
384,동도로롱,133,담은,5,2022.05.04
384,동도로롱,257,토박이 한산 소곡주,5,2022.05.10
384,동도로롱,254,꿀샘16,5,2022.05.10
385,동현맘,1094,고도리 샤인머스캣 와인 (망고포도),5,2022.06.11
385,동현맘,1062,시나브로 캠벨 스위트,4.5,2022.06.11
385,동현맘,190,고도리 복숭아 와인,5,2022.06.11
385,동현맘,294,고도리 자두 와인,5,2022.06.11
386,동현현구,1123,초선의 꿈 로제와인,5,2022.01.06
387,돼지본갈비,89,문경바람 오크 40%,5,2022.07.14
388,두루미,225,경성 과하주,5,2022.02.27
388,두루미,1115,여포의 꿈 레드와인 (스위트),4.5,2022.02.27
389,드릉드릉,257,토박이 한산 소곡주,4.5,2022.02.08
389,드릉드릉,194,고흥 유자주 8%,5,2022.02.11
389,드릉드릉,194,고흥 유자주 8%,5,2022.02.08
389,드릉드릉,77,매실원주,4.5,2022.02.25
390,드링크정,257,토박이 한산 소곡주,5,2022.07.13
391,든진,1199,표문 막걸리,5,2022.07.20
391,든진,1199,표문 막걸리,5,2022.07.20
391,든진,1189,얼떨결에 퍼플,5,2022.05.09
391,든진,1147,보일러 틀어놨어,5,2021.12.09
391,든진,1093,백련 미스티 살균 막걸리,5,2022.07.20
391,든진,320,나루 생 막걸리 11.5%,4,2021.07.16
391,든진,133,담은,5,2022.07.20
391,든진,133,담은,5,2022.01.20
391,든진,133,담은,5,2021.07.06
391,든진,135,복순도가 손 막걸리,5,2022.01.20
391,든진,346,설하담,5,2021.12.08
391,든진,144,백년향,4.5,2022.07.20
391,든진,1217,오메기술 13%,5,2022.07.20
391,든진,1187,서설,5,2022.02.16
391,든진,1050,한청,5,2022.02.16
391,든진,283,문삼이공 약주,5,2021.08.24
391,든진,151,삼양춘 약주,5,2021.07.06
391,든진,106,우리술 오늘 약주,5,2022.07.20
391,든진,257,토박이 한산 소곡주,4,2021.04.06
391,든진,194,고흥 유자주 8%,5,2022.02.16
391,든진,130,니모메,5,2022.02.16
391,든진,148,우렁이쌀 청주,5,2022.01.16
391,든진,148,우렁이쌀 청주,5,2021.12.08
391,든진,202,겨울소주 25%,5,2021.04.06
391,든진,340,금산인삼주 수삼 23%,5,2021.08.24
391,든진,340,금산인삼주 수삼 23%,5,2021.08.03
391,든진,1043,만월 24%,5,2022.02.16
391,든진,77,매실원주,5,2021.11.01
391,든진,77,매실원주,5,2021.06.18
391,든진,1065,모리,5,2021.12.02
391,든진,70,서울의 밤,5,2021.06.18
391,든진,66,술샘16,5,2022.07.20
391,든진,66,술샘16,5,2022.01.20
391,든진,1013,이도 32%,5,2021.08.24
391,든진,1124,치키피치,5,2022.07.20
391,든진,1119,여포의 꿈 화이트와인,5,2022.01.10
391,든진,1111,신애유자,5,2022.02.16
391,든진,1098,부안 해풍 오디주,5,2021.12.02
391,든진,253,오미로제 연,5,2021.10.27
391,든진,190,고도리 복숭아 와인,5,2022.02.16
391,든진,112,애피소드 애플,5,2021.07.28
392,들풀향내음,106,우리술 오늘 약주,5,2022.03.23
393,디두몬,1061,시나브로 에뚜왈 로제 스파클링 와인,5,2022.03.16
394,딩딩딩,249,문배술 2병 헤리티지 선물세트,5,2021.10.27
395,딴딴이아빠,257,토박이 한산 소곡주,5,2022.05.04
395,딴딴이아빠,257,토박이 한산 소곡주,5,2022.05.04
395,딴딴이아빠,257,토박이 한산 소곡주,5,2022.02.17
395,딴딴이아빠,257,토박이 한산 소곡주,5,2022.02.17
395,딴딴이아빠,257,토박이 한산 소곡주,5,2022.02.17
395,딴딴이아빠,257,토박이 한산 소곡주,5,2022.02.17
396,땡서323,222,요새로제,5,2022.07.28
397,또기,202,겨울소주 25%,5,2022.07.19
397,또기,77,매실원주,5,2022.07.19
398,또너,70,서울의 밤,3.5,2022.01.21
398,또너,1098,부안 해풍 오디주,4,2022.01.21
399,또롱치치,1054,만월 40%,5,2021.11.30
399,또롱치치,182,병영사또,5,2021.11.30
399,또롱치치,335,안동소주 일품 40%,4.5,2021.11.30
401,똥실,1112,두레앙 22%,3.5,2022.06.25
402,뚠뚠알롱,1051,궁중술 왕주,5,2022.07.25
402,뚠뚠알롱,77,매실원주,5,2022.07.25
402,뚠뚠알롱,70,서울의 밤,5,2022.07.25
403,라떼누나,194,고흥 유자주 8%,5,2022.07.05
404,라스콜리노프,1051,궁중술 왕주,5,2022.04.21
404,라스콜리노프,93,솔송주,4.5,2022.07.20
404,라스콜리노프,1054,만월 40%,4.5,2022.05.27
405,라온아빠,194,고흥 유자주 8%,4,2022.02.22
407,라임나무열매,65,감사,5,2022.04.20
408,란란레임,116,청명주 약주 17%,5,2022.07.21
409,랄라,87,천비향 약주,5,2021.12.23
410,레드,1049,금설,5,2022.01.25
411,레오미카,194,고흥 유자주 8%,5,2022.04.06
412,로또,1147,보일러 틀어놨어,5,2022.01.08
413,로주,202,겨울소주 25%,5,2022.06.27
413,로주,66,술샘16,5,2022.06.27
414,로즈버블,1050,한청,5,2022.04.18
414,로즈버블,1050,한청,5,2021.12.11
